measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Vanuatu,Both,20+ years,Depressive disorders,Percent,2014,0.0418822601102757,0.0489227321847132,0.0358785949339083
Prevalence,Kazakhstan,Both,20+ years,Depressive disorders,Percent,2014,0.0516693914584272,0.0587807562913565,0.0458117591335886
Prevalence,Sri Lanka,Both,20+ years,Anxiety disorders,Percent,2014,0.0461933865797514,0.0577321430365888,0.0365619715256341
Prevalence,Myanmar,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0002267081844543,0.0002927457788991,0.0001733683600715
Prevalence,Tajikistan,Both,20+ years,Depressive disorders,Percent,2014,0.0394611129225798,0.0464239911722569,0.0341380093918586
Prevalence,Tonga,Both,20+ years,Depressive disorders,Percent,2014,0.0378209521634752,0.0442135949324242,0.0324571497695362
Prevalence,Micronesia (Federated States of),Both,20+ years,Depressive disorders,Percent,2014,0.0412193879665801,0.0484504768340807,0.0354878562817981
Prevalence,Myanmar,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0842818490682102,0.0902064052034753,0.0785470239447687
Prevalence,Mongolia,Both,20+ years,Depressive disorders,Percent,2014,0.0592585961291886,0.0686831482207742,0.0516826781427759
Prevalence,Philippines,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001888001942044,0.0002029601559359,0.0001741781588603
Prevalence,Kyrgyzstan,Both,20+ years,Depressive disorders,Percent,2014,0.0496914726655298,0.0568509231871836,0.0435880023216987
Prevalence,Sri Lanka,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001603144227491,0.0001777145668454,0.0001435473048115
Prevalence,Philippines,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.042638450156295,0.0471191924985369,0.0385385666565585
Prevalence,Sri Lanka,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1404830454559421,0.1486940831089355,0.1318638924513805
Prevalence,Thailand,Both,20+ years,Anxiety disorders,Percent,2014,0.0423113133837416,0.0521978513627193,0.0336664015266734
Prevalence,Timor-Leste,Both,20+ years,Anxiety disorders,Percent,2014,0.0440678614749479,0.0559038681778319,0.0348442802663622
Prevalence,Viet Nam,Both,20+ years,Anxiety disorders,Percent,2014,0.0270083748367077,0.0337216452864601,0.0213663993098729
Prevalence,Thailand,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0004390552964209,0.0005149155808974,0.0003752271998987
Prevalence,Turkmenistan,Both,20+ years,Depressive disorders,Percent,2014,0.0447076268770063,0.0518801661770694,0.0392210960121427
Prevalence,Thailand,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0753752126706501,0.0810061479650698,0.0703782842939137
Prevalence,Timor-Leste,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001691625405978,0.0002134448379494,0.000132898895081
Prevalence,Viet Nam,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.000302590906774,0.0003719445437505,0.0002446725459857
Prevalence,Timor-Leste,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.055633501876342,0.0607111821928253,0.0508063341816748
Prevalence,Bosnia and Herzegovina,Both,20+ years,Depressive disorders,Percent,2014,0.0439778425177037,0.0506757242960678,0.0386021366007677
Prevalence,Hungary,Both,20+ years,Depressive disorders,Percent,2014,0.0477715536877611,0.0542062158950285,0.0420594304077366
Prevalence,Viet Nam,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0444221408996162,0.0473498156150334,0.0415320290844124
Prevalence,Bulgaria,Both,20+ years,Depressive disorders,Percent,2014,0.0448528955201455,0.0510904758059841,0.0394834225574749
Prevalence,Marshall Islands,Both,20+ years,Anxiety disorders,Percent,2014,0.044084146595488,0.0558412653787364,0.0342401086992561
Prevalence,Fiji,Both,20+ years,Anxiety disorders,Percent,2014,0.0445092056328811,0.0555668093511763,0.0353333937148401
Prevalence,Kiribati,Both,20+ years,Anxiety disorders,Percent,2014,0.0450272781168126,0.0565928048152076,0.0354623215642803
Prevalence,Albania,Both,20+ years,Depressive disorders,Percent,2014,0.0374694039054576,0.0433945077576682,0.0323943467221005
Prevalence,Tonga,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0003656589650745,0.0004530436538971,0.0002913150128302
Prevalence,Solomon Islands,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0934223897728771,0.1014305807414669,0.0868562647732746
Prevalence,Uzbekistan,Both,20+ years,Depressive disorders,Percent,2014,0.0460659699683615,0.0531868211953334,0.0397993398460518
Prevalence,Tonga,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1708650671999692,0.1826259039833763,0.1591125718189898
Prevalence,Micronesia (Federated States of),Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0003363848902289,0.0004767681030941,0.0002369543489425
Prevalence,Samoa,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001048784035388,0.0001320765111316,8.05660184375e-05
Prevalence,Kiribati,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001666328415078,0.0002197912307228,0.0001244682571164
Prevalence,Solomon Islands,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0002162704487668,0.0002954723406223,0.0001583922721596
Prevalence,Marshall Islands,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0002706610840866,0.0003895735838464,0.0001746802935009
Prevalence,Papua New Guinea,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1204050730208386,0.1307084572159662,0.1120535830489828
Prevalence,Marshall Islands,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.2686685913442844,0.2965305534215096,0.2434457584557446
Prevalence,Croatia,Both,20+ years,Depressive disorders,Percent,2014,0.0495433934811906,0.0564748791927708,0.0432383905637465
Prevalence,North Macedonia,Both,20+ years,Depressive disorders,Percent,2014,0.0398004304584109,0.0459133944570114,0.0347392439910738
Prevalence,Samoa,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1982119123877272,0.2153733552238236,0.1820968095122405
Prevalence,Poland,Both,20+ years,Depressive disorders,Percent,2014,0.0330255041680542,0.0371624606541273,0.0295367714315185
Prevalence,Fiji,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1898652470367429,0.2007193114461783,0.180062079526878
Prevalence,Papua New Guinea,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001416941991524,0.0002265674541543,9.63936920182e-05
Prevalence,Czechia,Both,20+ years,Depressive disorders,Percent,2014,0.0468416544502149,0.0533322854568657,0.0413495143353319
Prevalence,Montenegro,Both,20+ years,Depressive disorders,Percent,2014,0.0448606352797509,0.0512687731436447,0.0391283999094007
Prevalence,Fiji,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001087838889134,0.0001328396861501,8.76200603364e-05
Prevalence,Romania,Both,20+ years,Depressive disorders,Percent,2014,0.0426982937016628,0.0487905140226286,0.0372740425669247
Prevalence,Micronesia (Federated States of),Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1806340121168121,0.1942415086808179,0.1689205052385945
Prevalence,Serbia,Both,20+ years,Depressive disorders,Percent,2014,0.0460762042970615,0.0523634997389753,0.040518169671393
Prevalence,Kiribati,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1667854077181684,0.1796909083145765,0.1542900382264498
Prevalence,Slovakia,Both,20+ years,Depressive disorders,Percent,2014,0.0436607634745407,0.0499755627395917,0.0381625207841147
Prevalence,Slovenia,Both,20+ years,Depressive disorders,Percent,2014,0.0523447799061436,0.0589684557007496,0.0465008947498008
Prevalence,Vanuatu,Both,20+ years,Anxiety disorders,Percent,2014,0.0445436441789697,0.0560958673460543,0.0349923054289651
Prevalence,Tonga,Both,20+ years,Anxiety disorders,Percent,2014,0.0451315001332582,0.0566541380235634,0.0357803175286699
Prevalence,Micronesia (Federated States of),Both,20+ years,Anxiety disorders,Percent,2014,0.0444744666616391,0.055778567407978,0.0352149859883986
Prevalence,Vanuatu,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001783672744173,0.0002805191161378,0.0001199121833267
Prevalence,Georgia,Both,20+ years,Anxiety disorders,Percent,2014,0.0279970108044865,0.034380445731148,0.0225488213720772
Prevalence,Armenia,Both,20+ years,Anxiety disorders,Percent,2014,0.031809536749362,0.0395500369292262,0.0255296438968633
Prevalence,Kyrgyzstan,Both,20+ years,Anxiety disorders,Percent,2014,0.0252085918346815,0.0320247732976426,0.0198606749138517
Prevalence,Azerbaijan,Both,20+ years,Anxiety disorders,Percent,2014,0.0279831187956079,0.0351884483309902,0.0218829054016484
Prevalence,Mongolia,Both,20+ years,Anxiety disorders,Percent,2014,0.0224266920095954,0.0258638161887805,0.0193208973193403
Prevalence,Samoa,Both,20+ years,Anxiety disorders,Percent,2014,0.0443784752181138,0.05537105231984,0.035111099370354
Prevalence,Tajikistan,Both,20+ years,Anxiety disorders,Percent,2014,0.0272868961487315,0.0351209996643728,0.0213020343989567
Prevalence,Solomon Islands,Both,20+ years,Anxiety disorders,Percent,2014,0.0445151862866775,0.056207579543649,0.0348987842721343
Prevalence,Kazakhstan,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0003003787404759,0.0003330763238428,0.0002746156643949
Prevalence,Turkmenistan,Both,20+ years,Anxiety disorders,Percent,2014,0.0267415282793385,0.0339557665591082,0.0209902956635562
Prevalence,Papua New Guinea,Both,20+ years,Anxiety disorders,Percent,2014,0.0441161543835496,0.0557173141828227,0.0343429952936412
Prevalence,Kazakhstan,Both,20+ years,Anxiety disorders,Percent,2014,0.025730295509492,0.0321238569426675,0.0202630021057796
Prevalence,Kazakhstan,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0776008116756238,0.0827002212967109,0.0731681327976877
Prevalence,Georgia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0005806216463703,0.0006478780620981,0.0005173330158004
Prevalence,Turkmenistan,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001279201911873,0.0001417274110793,0.0001152286247128
Prevalence,Azerbaijan,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0002592091632129,0.0003304088643155,0.0001961541167517
Prevalence,Tajikistan,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0389724684567299,0.0423532786267305,0.0359074172125408
Prevalence,Turkmenistan,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0428982574114514,0.0473753629313126,0.0396238401504503
Prevalence,Kyrgyzstan,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0001639485322187,0.0001785844911921,0.000149877497094
Prevalence,Georgia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0881278484001787,0.0958839065932877,0.0810663195941725
Prevalence,Mongolia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0410187799219647,0.0447932390075566,0.0376436933780838
Prevalence,Albania,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0005239796276188,0.0006863063368155,0.0003773283329506
Prevalence,Bosnia and Herzegovina,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0009241828481122,0.0010261313574891,0.0008121968160372
Prevalence,Armenia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0005423831431623,0.0005746254145786,0.0005090509403924
Prevalence,Kyrgyzstan,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.04541593805583,0.0500965848158711,0.0415754998324704
Prevalence,Vanuatu,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1159062859901654,0.1249030177289491,0.108026826029895
Prevalence,Estonia,Both,20+ years,Depressive disorders,Percent,2014,0.0620387513687398,0.0701310010616438,0.0549122706123005
Prevalence,Tajikistan,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,9.52849759194e-05,0.0001300180761467,6.82737108041e-05
Prevalence,Mongolia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0002469614711133,0.000316340060269,0.0001905767382212
Prevalence,Uzbekistan,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,9.90387841507e-05,0.0001099263270778,8.9667617637e-05
Prevalence,Bulgaria,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0009808505174421,0.0010835264197744,0.0008905840044981
Prevalence,Uzbekistan,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.061007249326244,0.067250422514136,0.0559024218207983
Prevalence,Bosnia and Herzegovina,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1272064685845531,0.1377508252623931,0.1170098138267238
Prevalence,Azerbaijan,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0551067282599299,0.0603778996145091,0.0505298964328583
Prevalence,Bulgaria,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1105817480043784,0.117703676216223,0.104824484305679
Prevalence,Armenia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0750844468583602,0.0824319141353728,0.0696237134461164
Prevalence,Albania,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0583817654446163,0.0655882823876172,0.0524335246487859
Prevalence,Belarus,Both,20+ years,Depressive disorders,Percent,2014,0.06320657609862,0.0715356254253289,0.0557114346819582
Prevalence,Latvia,Both,20+ years,Depressive disorders,Percent,2014,0.0621514132406923,0.0691695069887548,0.0561515447853955
Prevalence,Albania,Both,20+ years,Anxiety disorders,Percent,2014,0.0448049845430258,0.055059148104887,0.0359454679025842
Prevalence,Russian Federation,Both,20+ years,Depressive disorders,Percent,2014,0.0501030087250088,0.0564172264438996,0.0446557973304921
Prevalence,Ukraine,Both,20+ years,Depressive disorders,Percent,2014,0.0640189152635465,0.0723692927285923,0.0567182027854889
Prevalence,Lithuania,Both,20+ years,Depressive disorders,Percent,2014,0.0663338040933189,0.0747919464815441,0.0581396480384822
Prevalence,Republic of Moldova,Both,20+ years,Depressive disorders,Percent,2014,0.0518598001446752,0.0589371302629612,0.0455622754489194
Prevalence,Czechia,Both,20+ years,Anxiety disorders,Percent,2014,0.0406014905394079,0.0498981825686453,0.0327323324910724
Prevalence,North Macedonia,Both,20+ years,Anxiety disorders,Percent,2014,0.0433778481322518,0.0537398040521703,0.0348557882384816
Prevalence,Romania,Both,20+ years,Anxiety disorders,Percent,2014,0.0403811973079134,0.0495197765619784,0.0324821280374633
Prevalence,Uzbekistan,Both,20+ years,Anxiety disorders,Percent,2014,0.0249585704241231,0.031764313849348,0.0194945043655407
Prevalence,Bosnia and Herzegovina,Both,20+ years,Anxiety disorders,Percent,2014,0.0432641779763636,0.0530975173870051,0.0348326750456534
Prevalence,Croatia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0015842977068823,0.0017226575588929,0.0014566198189461
Prevalence,Hungary,Both,20+ years,Anxiety disorders,Percent,2014,0.0429407838364714,0.0529038233437845,0.0345617502392118
Prevalence,Montenegro,Both,20+ years,Anxiety disorders,Percent,2014,0.0439883540509367,0.0542382851791394,0.0354359698548289
Prevalence,Bulgaria,Both,20+ years,Anxiety disorders,Percent,2014,0.0436294170989765,0.0535876040700289,0.0349719327192969
Prevalence,North Macedonia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0007964237312031,0.0009318953042918,0.0006785326644793
Prevalence,Serbia,Both,20+ years,Anxiety disorders,Percent,2014,0.0418935662879073,0.0515627312936108,0.0338133953212215
Prevalence,Croatia,Both,20+ years,Anxiety disorders,Percent,2014,0.0435875355449785,0.0537532614311025,0.0350275838287075
Prevalence,Hungary,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1082028254371203,0.1189711933031514,0.0985674639733791
Prevalence,Slovakia,Both,20+ years,Anxiety disorders,Percent,2014,0.0426402245041469,0.0521114198858709,0.0344445326802759
Prevalence,Montenegro,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1000355993916731,0.1101185269884739,0.0910664682918885
Prevalence,Poland,Both,20+ years,Anxiety disorders,Percent,2014,0.0408459170607757,0.0472296891528161,0.0352651876165756
Prevalence,Czechia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0010543211916919,0.0011385206276977,0.0009650989652178
Prevalence,Slovakia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0008684851764,0.0010118478422509,0.0007397031645224
Prevalence,Slovenia,Both,20+ years,Anxiety disorders,Percent,2014,0.0420246439674616,0.0518213659688001,0.0337283701776954
Prevalence,Slovakia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0696589084744806,0.0769565911826219,0.0632196482957032
Prevalence,Poland,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0009303856274988,0.0009555336253644,0.000897515874038
Prevalence,Belarus,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0005485097383653,0.0006030592179396,0.0004993875335349
Prevalence,Romania,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0663015331236196,0.0731211163327602,0.0596858293195207
Prevalence,Lithuania,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0008123367582357,0.0008875536049233,0.0007409965375029
Prevalence,Romania,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0008416164731149,0.0009024271542005,0.0007811677469253
Prevalence,Latvia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.000812268978607,0.0008960859276997,0.0007280093218578
Prevalence,Slovenia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0813517739887182,0.0895880020020044,0.0732328241793019
Prevalence,Japan,Both,20+ years,Depressive disorders,Percent,2014,0.030814299503166,0.0334555987986202,0.0281434456553519
Prevalence,Estonia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0715958253071637,0.0791646590645575,0.0646676828517295
Prevalence,Serbia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.001278504056768,0.001450072637017,0.0011244425210814
Prevalence,Montenegro,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0012647869262641,0.0014754315437887,0.0010561622520018
Prevalence,Brunei Darussalam,Both,20+ years,Depressive disorders,Percent,2014,0.0225119855500739,0.0265493912928078,0.019147991871004
Prevalence,Croatia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.099216222602883,0.1077579979161261,0.0909065032330522
Prevalence,Estonia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0007723907947885,0.0008363509951138,0.0007041525316904
Prevalence,Serbia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.1167034151492599,0.1269313739748787,0.1069317080520272
Prevalence,Latvia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0708596055878003,0.0776027382975294,0.0643883092037234
Prevalence,Poland,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0892803921924569,0.0998259937031796,0.0796997073825734
Prevalence,North Macedonia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.113554474698288,0.1241401909683508,0.1025819953402605
Prevalence,Republic of Moldova,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0004274993344575,0.0004670594904159,0.000394645857575
Prevalence,Hungary,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0013893842657582,0.0015041323639643,0.0012785804082314
Prevalence,Slovenia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0011269852426481,0.0012210723133959,0.0010320283767044
Prevalence,Belarus,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0412081422491554,0.0455003609427703,0.037386637730849
Prevalence,Lithuania,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0576564326008986,0.0628097019676631,0.0532795243402865
Prevalence,Republic of Korea,Both,20+ years,Depressive disorders,Percent,2014,0.030731208768554,0.0340507357255829,0.0275801547604763
Prevalence,Czechia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.099066646652277,0.1087108282246682,0.0901243194479262
Prevalence,Republic of Moldova,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0709382583106599,0.0787067475528675,0.0643428617464631
Prevalence,Singapore,Both,20+ years,Depressive disorders,Percent,2014,0.0273871506153032,0.0305019449789379,0.0242105646388378
Prevalence,Lithuania,Both,20+ years,Anxiety disorders,Percent,2014,0.0516768941210574,0.0635143060265911,0.0415714772303047
Prevalence,Latvia,Both,20+ years,Anxiety disorders,Percent,2014,0.0449502325513436,0.0548289662661343,0.0363693569174509
Prevalence,Belarus,Both,20+ years,Anxiety disorders,Percent,2014,0.043120471902635,0.0526494294259996,0.034355208173935
Prevalence,Japan,Both,20+ years,Anxiety disorders,Percent,2014,0.0263597660575447,0.0302893392857501,0.0228318170578692
Prevalence,Australia,Both,20+ years,Depressive disorders,Percent,2014,0.0628220175143431,0.0705176113230928,0.0557401913085984
Prevalence,Brunei Darussalam,Both,20+ years,Anxiety disorders,Percent,2014,0.0351122386220726,0.0441436208932978,0.0277660085832212
Prevalence,Singapore,Both,20+ years,Anxiety disorders,Percent,2014,0.0331384637853974,0.0413293044839497,0.0261308586821604
Prevalence,New Zealand,Both,20+ years,Anxiety disorders,Percent,2014,0.0875600886913642,0.1023045426596596,0.0752608302553615
