country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source,note
Austria,AUT,Europe,8978929,cases,10156,2021-03,235.03916781166217,401406,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,9513,2021-04,219.05730627784226,410919,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,9115,2021-05,207.4634959247367,420034,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,9458,2021-06,206.85095070915474,429492,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,11627,2021-07,234.82756128264296,441119,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,14178,2021-08,287.3950779653119,455297,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,16313,2021-09,339.58393033289383,471610,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,18218,2021-10,384.57816071382234,489828,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,21074,2021-11,437.6023020117433,510902,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,22296,2021-12,483.0197454507102,533198,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,20779,2021-13,479.73427565804343,553977,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,17589,2021-14,427.3115423899666,571566,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,16809,2021-15,383.0969150106878,588375,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,15046,2021-16,354.7750516793261,603421,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,12529,2021-17,307.1078967213127,615950,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,9016,2021-18,239.95066672205562,624966,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,5736,2021-19,164.29576400481616,630702,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,4152,2021-20,110.1244925758963,634854,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,3155,2021-21,81.37941618649619,638009,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,2423,2021-22,62.123222045747326,640432,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,1686,2021-23,45.7626961968404,642118,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,1002,2021-24,29.936755263350452,643120,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,681,2021-25,18.743883596807592,643801,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,632,2021-26,14.623124873801764,644433,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,1088,2021-27,19.155959469108176,645521,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,2197,2021-28,36.58565514884904,647718,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,2529,2021-29,52.63433979709607,650247,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,3261,2021-30,64.48430542217228,653508,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,3662,2021-31,77.1027368631604,657170,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,5903,2021-32,106.5271815825696,663073,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,8066,2021-33,155.5753475720768,671139,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,9437,2021-34,194.9341619696514,680576,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,11273,2021-35,230.65111663094785,691849,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,14084,2021-36,282.4056187547535,705933,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,13761,2021-37,310.1149368705332,719694,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,11753,2021-38,284.1541569155965,731447,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,12600,2021-39,271.2238842739485,744047,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,12771,2021-40,282.5615393550834,756818,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,15338,2021-41,313.05515390532656,772156,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,23830,2021-42,436.2212909802494,795986,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,34557,2021-43,650.2668636760576,830543,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,56412,2021-44,1013.1386493868033,886955,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,78621,2021-45,1503.887601739584,965576,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,97085,2021-46,1956.870357255303,1062661,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,82539,2021-47,2000.5058509762134,1145200,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,50813,2021-48,1485.165992514252,1196013,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,29146,2021-49,890.5182344130352,1225159,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,18844,2021-50,534.4735435595938,1244003,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,14605,2021-51,372.52772574546475,1258608,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,23029,2021-52,419.13684805838204,1281637,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,62194,2022-01,949.1443801370965,1343831,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,110554,2022-02,1923.926561842732,1454385,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,175980,2022-03,3191.1823782101405,1630365,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,227274,2022-04,4491.114697532412,1857639,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,231847,2022-05,5113.315853149078,2089486,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,216386,2022-06,4992.054174835328,2305872,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,195511,2022-07,4587.37339386468,2501383,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,185349,2022-08,4241.708560118918,2686732,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,217009,2022-09,4481.135779111295,2903741,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,299203,2022-10,5749.1489241088775,3202944,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,315892,2022-11,6850.427261425054,3518836,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,248044,2022-12,6280.659976262203,3766880,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,151681,2022-13,4451.811569063527,3918561,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,96521,2022-14,2764.2717745067366,4015082,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,63286,2022-15,1779.8002412091687,4078368,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,48996,2022-16,1250.5054890176768,4127364,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,40350,2022-17,995.0629969342668,4167714,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,36971,2022-18,861.1383384365774,4204685,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,29760,2022-19,743.195541472708,4234445,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,20282,2022-20,557.3270486936693,4254727,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,15294,2022-21,396.21651980987934,4270021,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,19505,2022-22,387.5629264915671,4289526,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,25414,2022-23,500.2712461586454,4314940,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,40803,2022-24,737.4710280034512,4355743,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,60223,2022-25,1125.1453263523968,4415966,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,71280,2022-26,1464.5733360849606,4487246,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,73764,2022-27,1615.381968161236,4561010,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,83410,2022-28,1750.4760311614002,4644420,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,79546,2022-29,1814.8712390976696,4723966,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,54660,2022-30,1494.6771491343789,4778626,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,42903,2022-31,1086.5772521422098,4821529,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,38602,2022-32,907.7363235637569,4860131,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,37657,2022-33,849.3106471829769,4897788,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,33704,2022-34,794.76071143897,4931492,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,29627,2022-35,705.3291099640057,4961119,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,28960,2022-36,652.4943008236284,4990079,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,36219,2022-37,725.9106292075592,5026298,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,52258,2022-38,985.3847825280722,5078556,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,83434,2022-39,1511.2270071408293,5161990,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,97846,2022-40,2018.949030558099,5259836,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,86396,2022-41,2051.937374713621,5346232,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,58624,2022-42,1615.1146757035276,5404856,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,37085,2022-43,1065.9289097842293,5441941,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,29394,2022-44,740.3889706667688,5471335,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,24783,2022-45,603.379311719694,5496118,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,27034,2022-46,577.0955533783595,5523152,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,30238,2022-47,637.8489015783508,5553390,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,33270,2022-48,707.3003918396058,5586660,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,33258,2022-49,740.9346927679237,5619918,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,34730,2022-50,757.1949839451898,5654648,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,32948,2022-51,753.7424563664553,5687596,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,24803,2022-52,643.1836135467827,5712399,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,18797,2023-01,485.5812981704165,5731196,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,14951,2023-02,375.85774428108294,5746147,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,13848,2023-03,320.7398120644456,5759995,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,19928,2023-04,376.16958548174284,5779923,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,26725,2023-05,519.5831262280835,5806648,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,28849,2023-06,618.9379601954754,5835497,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,34144,2023-07,701.5647411846112,5869641,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,38954,2023-08,814.1060030656217,5908595,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,37924,2023-09,856.2045651547083,5946519,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,33257,2023-10,792.7560180061564,5979776,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,27076,2023-11,671.9398271219206,6006852,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,21252,2023-12,538.2379123389883,6028104,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,13065,2023-13,382.19480296592167,6041169,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,8979,2023-14,245.50812240524454,6050148,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,7160,2023-15,179.7430406232191,6057308,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,6588,2023-16,153.11402952401116,6063896,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,5175,2023-17,131.0067158343718,6069071,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,3629,2023-18,98.051783236063,6072700,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,2825,2023-19,71.87939675210707,6075525,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,2219,2023-20,56.17596486173351,6077744,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,2117,2023-21,48.29083735933317,6079861,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,1412,2023-22,39.30312846888532,6081273,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,1087,2023-23,27.83182715889612,6082360,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,970,2023-24,22.909191062764837,6083330,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,825,2023-25,19.991248399447194,6084155,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-26,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-27,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-28,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-29,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-30,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-31,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-32,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-33,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-34,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-35,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-36,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-37,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-38,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-39,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-40,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-41,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-42,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-43,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-44,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-45,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-46,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,cases,NA,2023-47,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,NA,2020-01,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,NA,2020-02,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,NA,2020-03,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,NA,2020-04,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,NA,2020-05,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,NA,2020-06,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,NA,2020-07,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,NA,2020-08,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,0,2020-09,NA,0,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,0,2020-10,0,0,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,2,2020-11,0.2227437147570718,2,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,30,2020-12,3.563899436113149,32,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,101,2020-13,14.589713316588202,133,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,126,2020-14,25.28141162492765,259,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,150,2020-15,30.73863263647591,409,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,120,2020-16,30.070401492204695,529,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,78,2020-17,22.051627760950108,607,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,51,2020-18,14.366969601831132,658,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,32,2020-19,9.24386416241848,690,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,15,2020-20,5.234477296791187,705,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,17,2020-21,3.563899436113149,722,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,15,2020-22,3.563899436113149,737,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,15,2020-23,3.341155721356077,752,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,15,2020-24,3.341155721356077,767,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,17,2020-25,3.563899436113149,784,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,17,2020-26,3.7866431508702205,801,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,9,2020-27,2.8956682918419334,810,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,7,2020-28,1.7819497180565744,817,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,10,2020-29,1.8933215754351103,827,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,8,2020-30,2.0046934328136463,835,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,17,2020-31,2.7842964344633976,852,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,12,2020-32,3.2297838639775414,864,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,10,2020-33,2.45018086232779,874,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,13,2020-34,2.561552719706326,887,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,6,2020-35,2.116065290192182,893,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,16,2020-36,2.45018086232779,909,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,15,2020-37,3.452527578734613,924,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,24,2020-38,4.343502437762901,948,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,34,2020-39,6.459567727955083,982,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,40,2020-40,8.241517446011656,1022,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,71,2020-41,12.362276169017486,1093,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,65,2020-42,15.146572603480882,1158,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,126,2020-43,21.272024759300358,1284,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,261,2020-44,43.1009088054934,1545,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,397,2020-45,73.28268215507663,1942,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,623,2020-46,113.59929452610662,2565,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,766,2020-47,154.69550989878638,3331,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,858,2020-48,180.86789638274232,4189,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,921,2020-49,198.13053427641537,5110,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,849,2020-50,197.12818756000854,5959,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,704,2020-51,172.96049450886625,6663,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,615,2020-52,146.89947988228886,7278,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,517,2020-53,126.07294255250264,7795,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,436,2021-01,106.13738008174471,8231,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,450,2021-02,98.67546563738281,8681,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,400,2021-03,94.66607877175552,9081,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,369,2021-04,85.6449583240941,9450,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,298,2021-05,74.28502887148345,9748,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,253,2021-06,61.36589341557328,10001,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,218,2021-07,52.45614482529041,10219,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,224,2021-08,49.22636096131287,10443,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,190,2021-09,46.10794895471386,10633,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,214,2021-10,44.99423038092851,10847,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,246,2021-11,51.23105439412652,11093,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,216,2021-12,51.45379810888359,11309,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,271,2021-13,54.23809454334698,11580,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,251,2021-14,58.136109551595744,11831,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,245,2021-15,55.24044125975381,12076,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,200,2021-16,49.56047653344848,12276,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,194,2021-17,43.880511807143144,12470,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,157,2021-18,39.091521939866105,12627,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,105,2021-19,29.179426633176405,12732,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,73,2021-20,19.82419061337939,12805,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,72,2021-21,16.148919319887707,12877,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,48,2021-22,13.364622885424309,12925,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,37,2021-23,9.466607877175552,12962,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,33,2021-24,7.796030016497514,12995,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,19,2021-25,5.791336583683867,13014,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,24,2021-26,4.788989867277044,13038,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,12,2021-27,4.009386865627293,13050,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,14,2021-28,2.8956682918419334,13064,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,16,2021-29,3.341155721356077,13080,TESSy COVID-19,
Austria,AUT,Europe,8978929,deaths,15,2021-30,3.452527578734613,13095,TESSy COVID-19,
