IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2022,true,,,,,,,,,,,,,0.11,,,,,,0.106,,Value obtained from Practising,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2022,true,,,,,,,,,,,,,0.11,,,,,,0.114,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2022,true,,,,,,,,,,,,,0.13,,,,,,0.129,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2022,true,,,,,,,,,,,,,0.13,,,,,,0.13,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,LSO,Lesotho,Year,2022,true,,,,,,,,,,,,,0.13,,,,,,0.134,,Value obtained from Practising,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2022,true,,,,,,,,,,,,,0.15,,,,,,0.148,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2022,true,,,,,,,,,,,,,0.16,,,,,,0.157,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2022,true,,,,,,,,,,,,,0.17,,,,,,0.169,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,GAB,Gabon,Year,2022,true,,,,,,,,,,,,,0.18,,,,,,0.184,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2022,true,,,,,,,,,,,,,0.23,,,,,,0.225,,Value obtained from Licensed to Practice,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2022,true,,,,,,,,,,,,,0.23,,,,,,0.231,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2022,true,,,,,,,,,,,,,0.28,,,,,,0.277,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2022,true,,,,,,,,,,,,,0.31,,,,,,0.305,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2022,true,,,,,,,,,,,,,0.33,,,,,,0.327,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2022,true,,,,,,,,,,,,,0.59,,,,,,0.59,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2022,true,,,,,,,,,,,,,0.81,,,,,,0.806,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2022,true,,,,,,,,,,,,,0.97,,,,,,0.971,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2022,true,,,,,,,,,,,,,1.47,,,,,,1.473,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2022,true,,,,,,,,,,,,,1.54,,,,,,1.54,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2022,true,,,,,,,,,,,,,1.66,,,,,,1.656,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,BLZ,Belize,Year,2022,true,,,,,,,,,,,,,1.7,,,,,,1.702,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2022,true,,,,,,,,,,,,,10.69,,,,,,10.686,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,BEL,Belgium,Year,2022,true,,,,,,,,,,,,,11.61,,,,,,11.606,,"Includes Dentists licensed to practice. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2022,true,,,,,,,,,,,,,13.37,,,,,,13.373,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,HRV,Croatia,Year,2022,true,,,,,,,,,,,,,13.51,,,,,,13.505,,"Includes Dentists licensed to practice. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,LTU,Lithuania,Year,2022,true,,,,,,,,,,,,,14.23,,,,,,14.229,,"Includes Dentists licensed to practice. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2022,true,,,,,,,,,,,,,15.61,,,,,,15.609,,"Includes Professionally active dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,CHL,Chile,Year,2022,true,,,,,,,,,,,,,15.79,,,,,,15.785,,"Includes Dentists licensed to practice. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,PER,Peru,Year,2022,true,,,,,,,,,,,,,2.08,,,,,,2.076,,Value obtained from Professionally Active,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2022,true,,,,,,,,,,,,,2.47,,,,,,2.469,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2022,true,,,,,,,,,,,,,2.52,,,,,,2.515,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2022,true,,,,,,,,,,,,,3.71,,,,,,3.706,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,SYC,Seychelles,Year,2022,true,,,,,,,,,,,,,4.11,,,,,,4.108,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2022,true,,,,,,,,,,,,,4.74,,,,,,4.742,,Value obtained from Professionally Active,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2022,true,,,,,,,,,,,,,4.82,,,,,,4.818,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2022,true,,,,,,,,,,,,,4.93,,,,,,4.931,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2022,true,,,,,,,,,,,,,4.97,,,,,,4.974,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2022,true,,,,,,,,,,,,,5.04,,,,,,5.035,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,USA,United States of America,Year,2022,true,,,,,,,,,,,,,5.99,,,,,,5.986,,"Includes Professionally active dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,AUT,Austria,Year,2022,true,,,,,,,,,,,,,6.23,,,,,,6.225,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2022,true,,,,,,,,,,,,,6.56,,,,,,6.564,,Value obtained from Licensed to Practice,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,GEO,Georgia,Year,2022,true,,,,,,,,,,,,,7.72,,,,,,7.721,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2022,true,,,,,,,,,,,,,8.07,,,,,,8.072,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,ISR,Israel,Year,2022,true,,,,,,,,,,,,,9.07,,,,,,9.073,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,ARG,Argentina,Year,2022,true,,,,,,,,,,,,,9.65,,,,,,9.654,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2021,true,,,,,,,,,,,,,0.004,,,,,,0.004,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2021,false,,,,,,,,,,,,,0.01,,,,,,0.01,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,TCD,Chad,Year,2021,false,,,,,,,,,,,,,0.011,,,,,,0.011,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2021,false,,,,,,,,,,,,,0.012,,,,,,0.012,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,TGO,Togo,Year,2021,false,,,,,,,,,,,,,0.015,,,,,,0.015,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2021,false,,,,,,,,,,,,,0.028,,,,,,0.028,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2021,true,,,,,,,,,,,,,0.034,,,,,,0.034,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,BEN,Benin,Year,2021,false,,,,,,,,,,,,,0.038,,,,,,0.038,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2021,false,,,,,,,,,,,,,0.048,,,,,,0.048,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2021,false,,,,,,,,,,,,,0.049,,,,,,0.049,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2021,true,,,,,,,,,,,,,0.049,,,,,,0.049,,Reported by NHWA FP,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2021,false,,,,,,,,,,,,,0.1,,,,,,0.104,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2021,false,,,,,,,,,,,,,0.11,,,,,,0.111,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2021,false,,,,,,,,,,,,,0.14,,,,,,0.138,,Data reported by Zambia to SADC and WHO in June 2022,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2021,false,,,,,,,,,,,,,0.15,,,,,,0.151,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2021,false,,,,,,,,,,,,,0.17,,,,,,0.166,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2021,false,,,,,,,,,,,,,0.2,,,,,,0.204,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2021,false,,,,,,,,,,,,,0.26,,,,,,0.262,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2021,false,,,,,,,,,,,,,0.34,,,,,,0.344,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2021,false,,,,,,,,,,,,,0.57,,,,,,0.573,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2021,false,,,,,,,,,,,,,0.64,,,,,,0.636,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2021,true,,,,,,,,,,,,,0.69,,,,,,0.685,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,SUR,Suriname,Year,2021,true,,,,,,,,,,,,,0.7,,,,,,0.701,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2021,false,,,,,,,,,,,,,0.97,,,,,,0.965,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2021,true,,,,,,,,,,,,,1.05,,,,,,1.048,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2021,false,,,,,,,,,,,,,1.11,,,,,,1.109,,Includes dentists as of 1st April 2021. Health Professions Council of South Africa (HPCSA) Annual Report 2020-21. Section - Registration Growth Statistics,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2021,true,,,,,,,,,,,,,1.19,,,,,,1.188,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2021,false,,,,,,,,,,,,,1.24,,,,,,1.239,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2021,true,,,,,,,,,,,,,1.36,,,,,,1.359,,Value obtained from Licensed to Practice,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2021,true,,,,,,,,,,,,,1.39,,,,,,1.388,,Source: Health and care workforce in Europe: time to act.,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,EST,Estonia,Year,2021,true,,,,,,,,,,,,,10.13,,,,,,10.13,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,ROU,Romania,Year,2021,true,,,,,,,,,,,,,10.24,,,,,,10.24,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,LTU,Lithuania,Year,2021,false,,,,,,,,,,,,,10.53,,,,,,10.529,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2021,false,,,,,,,,,,,,,10.53,,,,,,10.534,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2021,false,,,,,,,,,,,,,10.98,,,,,,10.979,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,WPR,Western Pacific,Country,TKL,Tokelau,Year,2021,true,,,,,,,,,,,,,11.11,,,,,,11.111,,National Reporting Instrument (NRI)- 2021 Code reporting,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,PRT,Portugal,Year,2021,true,,,,,,,,,,,,,11.82,,,,,,11.819,,"Includes Dentists licensed to practice. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2021,false,,,,,,,,,,,,,12.81,,,,,,12.806,,Reported by NHWA FP,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,GRC,Greece,Year,2021,true,,,,,,,,,,,,,13.17,,,,,,13.172,,"Includes Dentists licensed to practice. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,CHL,Chile,Year,2021,false,,,,,,,,,,,,,14.81,,,,,,14.805,,"Includes Dentists licensed to practice. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2021,true,,,,,,,,,,,,,17.7,,,,,,17.7,,"Includes Dentists licensed to practice. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,PER,Peru,Year,2021,false,,,,,,,,,,,,,2.14,,,,,,2.141,,Value obtained from Professionally Active,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2021,false,,,,,,,,,,,,,2.21,,,,,,2.211,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2021,false,,,,,,,,,,,,,2.24,,,,,,2.236,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2021,true,,,,,,,,,,,,,2.27,,,,,,2.266,,Value obtained from Professionally Active,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2021,true,,,,,,,,,,,,,2.38,,,,,,2.38,,National Reporting Instrument (NRI)- 2021 Code reporting,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2021,true,,,,,,,,,,,,,2.49,,,,,,2.492,,"Data Source:  Professional Regulation Commission and Department of Health as of May 18, 2022",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,AMR,Americas,Country,PAN,Panama,Year,2021,true,,,,,,,,,,,,,2.88,,,,,,2.877,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2021,false,,,,,,,,,,,,,3.59,,,,,,3.59,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2021,true,,,,,,,,,,,,,3.62,,,,,,3.617,,"Source: Carte sanitaire 2020-2021, http://www.santetunisie.rns.tn/images/statdep/CS2021.pdf",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2021,false,,,,,,,,,,,,,4.32,,,,,,4.318,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2021,false,,,,,,,,,,,,,4.67,,,,,,4.671,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,TUR,Türkiye,Year,2021,true,,,,,,,,,,,,,4.7,,,,,,4.701,,,EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2021,false,,,,,,,,,,,,,5.05,,,,,,5.049,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2021,false,,,,,,,,,,,,,5.15,,,,,,5.153,,"Includes practising dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
HWF_0010,"Dentists (per 10,000)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2021,true,,,,,,,,,,,,,5.28,,,,,,5.278,,"Includes Professionally active dentists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T22:00:00.000Z
