outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Cocaine Use in the Past Year,18 to 25,2010-12,"Alaska Anchorage",0.0599499148,0.0420814336,0.0847345069
Cocaine Use in the Past Year,26 or Older,2010-12,"Alaska Anchorage",0.0139302723,0.0087844031,0.0220235948
Cocaine Use in the Past Year,12 or Older,2010-12,"Alaska Northern",0.0160002464,0.010817086,0.0236077189
Cocaine Use in the Past Year,12 to 17,2010-12,"Alaska Northern",0.0076941879,0.0040863614,0.0144411566
Cocaine Use in the Past Year,18 or Older,2010-12,"Alaska Northern",0.0170399066,0.0114052439,0.02538684
Cocaine Use in the Past Year,18 to 25,2010-12,"Alaska Northern",0.0358764367,0.0222976494,0.0572402868
Cocaine Use in the Past Year,26 or Older,2010-12,"Alaska Northern",0.0127223924,0.0077525914,0.0208112653
Cocaine Use in the Past Year,12 or Older,2010-12,"Alaska South Central",0.0154739476,0.0104616503,0.0228322839
Cocaine Use in the Past Year,12 to 17,2010-12,"Alaska South Central",0.0084666412,0.0046044631,0.0155178726
Cocaine Use in the Past Year,18 or Older,2010-12,"Alaska South Central",0.0163712245,0.0109195022,0.02447744
Cocaine Use in the Past Year,18 to 25,2010-12,"Alaska South Central",0.0477775257,0.0297696561,0.0758271441
Cocaine Use in the Past Year,26 or Older,2010-12,"Alaska South Central",0.0116073877,0.006996943,0.0191970291
Cocaine Use in the Past Year,12 or Older,2010-12,"Arizona",0.0202061194,0.0151889694,0.0268353526
Cocaine Use in the Past Year,12 to 17,2010-12,"Arizona",0.010279592,0.0069027151,0.0152830476
Cocaine Use in the Past Year,18 or Older,2010-12,"Arizona",0.0213233063,0.0158351743,0.0286581204
Cocaine Use in the Past Year,18 to 25,2010-12,"Arizona",0.0532232785,0.0404324497,0.069766297
Cocaine Use in the Past Year,26 or Older,2010-12,"Arizona",0.0157989243,0.0105454946,0.0236070053
Cocaine Use in the Past Year,12 or Older,2010-12,"Arizona Central",0.02048049,0.0148092546,0.0282612363
Cocaine Use in the Past Year,12 to 17,2010-12,"Arizona Central",0.0100408493,0.0060393363,0.0166492543
Cocaine Use in the Past Year,18 or Older,2010-12,"Arizona Central",0.0217093563,0.0155028987,0.0303239853
Cocaine Use in the Past Year,18 to 25,2010-12,"Arizona Central",0.0502408922,0.0351027646,0.071424119
Cocaine Use in the Past Year,26 or Older,2010-12,"Arizona Central",0.0167004166,0.0107718029,0.0258069113
Cocaine Use in the Past Year,12 or Older,2010-12,"Arizona South A",0.0229604237,0.0158847836,0.0330818539
Cocaine Use in the Past Year,12 to 17,2010-12,"Arizona South A",0.0104158242,0.0057625894,0.0187556193
Cocaine Use in the Past Year,18 or Older,2010-12,"Arizona South A",0.024195187,0.0165986114,0.0351441895
Cocaine Use in the Past Year,18 to 25,2010-12,"Arizona South A",0.0694224934,0.0450115033,0.1056082228
Cocaine Use in the Past Year,26 or Older,2010-12,"Arizona South A",0.0159340026,0.0096310695,0.0262524703
Cocaine Use in the Past Year,12 or Older,2010-12,"Arizona Rural North",0.0192935269,0.0129539684,0.0286455698
Cocaine Use in the Past Year,12 to 17,2010-12,"Arizona Rural North",0.0102090738,0.005548658,0.0187102077
Cocaine Use in the Past Year,18 or Older,2010-12,"Arizona Rural North",0.0202254832,0.0134260375,0.0303624459
Cocaine Use in the Past Year,18 to 25,2010-12,"Arizona Rural North",0.0547108299,0.0340181533,0.0868587241
Cocaine Use in the Past Year,26 or Older,2010-12,"Arizona Rural North",0.0146165392,0.0086818308,0.024507789
Cocaine Use in the Past Year,12 or Older,2010-12,"Arizona Rural South",0.0165996143,0.0108204077,0.0253862929
Cocaine Use in the Past Year,12 to 17,2010-12,"Arizona Rural South",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2010-12,"Arizona Rural South",0.0172137044,0.0110389128,0.0267490426
Cocaine Use in the Past Year,18 to 25,2010-12,"Arizona Rural South",0.0448773967,0.0265923132,0.0747696888
Cocaine Use in the Past Year,26 or Older,2010-12,"Arizona Rural South",0.0127550389,0.0074333281,0.0218030088
Cocaine Use in the Past Year,12 or Older,2010-12,"Arkansas",0.0123814817,0.0088033111,0.0173885123
Cocaine Use in the Past Year,12 to 17,2010-12,"Arkansas",0.0080871284,0.0055457301,0.0117793582
Cocaine Use in the Past Year,18 or Older,2010-12,"Arkansas",0.0128469954,0.0089894024,0.0183293671
Cocaine Use in the Past Year,18 to 25,2010-12,"Arkansas",0.0300339147,0.0222039182,0.0405106864
Cocaine Use in the Past Year,26 or Older,2010-12,"Arkansas",0.0099110324,0.0062738269,0.0156237283
Cocaine Use in the Past Year,12 or Older,2010-12,"Arkansas Catchment Area 8",0.0149402128,0.0097330349,0.0228688978
Cocaine Use in the Past Year,12 to 17,2010-12,"Arkansas Catchment Area 8",0.008581439,0.0045624594,0.0160834573
Cocaine Use in the Past Year,18 or Older,2010-12,"Arkansas Catchment Area 8",0.0156367413,0.0100372376,0.0242834308
Cocaine Use in the Past Year,18 to 25,2010-12,"Arkansas Catchment Area 8",0.0349234303,0.0216492383,0.0558718631
Cocaine Use in the Past Year,26 or Older,2010-12,"Arkansas Catchment Area 8",0.0126943629,0.0073988582,0.0216971148
Cocaine Use in the Past Year,12 or Older,2010-12,"Arkansas Catchment Area 1",0.0123778139,0.0081338836,0.0187940974
Cocaine Use in the Past Year,12 to 17,2010-12,"Arkansas Catchment Area 1",0.0085050068,0.0046741938,0.0154267647
Cocaine Use in the Past Year,18 or Older,2010-12,"Arkansas Catchment Area 1",0.012810597,0.0083126438,0.019694049
Cocaine Use in the Past Year,18 to 25,2010-12,"Arkansas Catchment Area 1",0.0344780657,0.0207577462,0.0567416676
Cocaine Use in the Past Year,26 or Older,2010-12,"Arkansas Catchment Area 1",0.0085855253,0.004999638,0.0147053059
Cocaine Use in the Past Year,12 or Older,2010-12,"Arkansas Catchment Area 2",0.0103455412,0.0065968974,0.016189612
Cocaine Use in the Past Year,12 to 17,2010-12,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2010-12,"Arkansas Catchment Area 2",0.0104298352,0.0065348934,0.0166074416
Cocaine Use in the Past Year,18 to 25,2010-12,"Arkansas Catchment Area 2",0.0319410435,0.0185436477,0.0544804777
Cocaine Use in the Past Year,26 or Older,2010-12,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,12 or Older,2010-12,"Arkansas Catchment Area 3",0.0110727726,0.0069723166,0.0175421286
Cocaine Use in the Past Year,12 to 17,2010-12,"Arkansas Catchment Area 3",0.006699507,0.0035781389,0.0125095971
Cocaine Use in the Past Year,18 or Older,2010-12,"Arkansas Catchment Area 3",0.0115931603,0.0071814817,0.0186640426
Cocaine Use in the Past Year,18 to 25,2010-12,"Arkansas Catchment Area 3",0.0218513511,0.0128158634,0.0370181959
Cocaine Use in the Past Year,26 or Older,2010-12,"Arkansas Catchment Area 3",0.0097784607,0.0055401101,0.0172031853
Cocaine Use in the Past Year,12 or Older,2010-12,"Arkansas Catchment Area 4",0.0112276168,0.0072694941,0.0173033097
Cocaine Use in the Past Year,12 to 17,2010-12,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2010-12,"Arkansas Catchment Area 4",0.0114273927,0.0073024625,0.0178404906
Cocaine Use in the Past Year,18 to 25,2010-12,"Arkansas Catchment Area 4",0.0367869625,0.0219561041,0.0610108126
Cocaine Use in the Past Year,26 or Older,2010-12,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,12 or Older,2010-12,"Arkansas Catchment Area 5",0.0115243782,0.0074217411,0.0178541032
Cocaine Use in the Past Year,12 to 17,2010-12,"Arkansas Catchment Area 5",0.0079412105,0.0041050603,0.0153071163
Cocaine Use in the Past Year,18 or Older,2010-12,"Arkansas Catchment Area 5",0.0118855768,0.0075659659,0.0186250854
Cocaine Use in the Past Year,18 to 25,2010-12,"Arkansas Catchment Area 5",0.0280728314,0.0167314735,0.0467364708
Cocaine Use in the Past Year,26 or Older,2010-12,"Arkansas Catchment Area 5",0.0085866412,0.0048747518,0.0150821188
Cocaine Use in the Past Year,12 or Older,2010-12,"Arkansas Catchment Area 6",0.0165760954,0.0100202457,0.027302884
Cocaine Use in the Past Year,12 to 17,2010-12,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2010-12,"Arkansas Catchment Area 6",0.0177088639,0.0105733695,0.0295161327
Cocaine Use in the Past Year,18 to 25,2010-12,"Arkansas Catchment Area 6",0.0224678899,0.0129316138,0.0387604368
Cocaine Use in the Past Year,26 or Older,2010-12,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,12 or Older,2010-12,"Arkansas Catchment Area 7",0.0105194884,0.0066562678,0.0165874363
Cocaine Use in the Past Year,12 to 17,2010-12,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2010-12,"Arkansas Catchment Area 7",0.0108948088,0.0067877901,0.0174431768
Cocaine Use in the Past Year,18 to 25,2010-12,"Arkansas Catchment Area 7",0.0248722857,0.0144658905,0.0424423865
Cocaine Use in the Past Year,26 or Older,2010-12,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,12 or Older,2010-12,"California",0.0202629599,0.0172114881,0.0238423109
Cocaine Use in the Past Year,12 to 17,2010-12,"California",0.0119407495,0.0091611398,0.0155504931
Cocaine Use in the Past Year,18 or Older,2010-12,"California",0.0212137387,0.0178927011,0.025135413
Cocaine Use in the Past Year,18 to 25,2010-12,"California",0.0567312882,0.0491980854,0.0653387068
Cocaine Use in the Past Year,26 or Older,2010-12,"California",0.0145604499,0.0112217252,0.0188735621
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 10",0.0227768883,0.0165896878,0.0311984274
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 10",0.0118352055,0.0066601263,0.0209466517
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 10",0.0240290111,0.0174028754,0.0330930753
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 10",0.0648046187,0.0426163686,0.0973702762
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 10",0.0154553434,0.01023355,0.0232789528
Cocaine Use in the Past Year,12 or Older,2010-12,"California LA SPA 1 and 5",0.0240211201,0.0168724003,0.0340936658
Cocaine Use in the Past Year,12 to 17,2010-12,"California LA SPA 1 and 5",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2010-12,"California LA SPA 1 and 5",0.0253503393,0.0177330719,0.036119299
Cocaine Use in the Past Year,18 to 25,2010-12,"California LA SPA 1 and 5",0.0587573686,0.036296125,0.0937659614
Cocaine Use in the Past Year,26 or Older,2010-12,"California LA SPA 1 and 5",0.0188914824,0.0124748395,0.0285133359
Cocaine Use in the Past Year,12 or Older,2010-12,"California LA SPA 2",0.0189686134,0.0136293175,0.0263437189
Cocaine Use in the Past Year,12 to 17,2010-12,"California LA SPA 2",0.0104383519,0.0058469924,0.0185677458
Cocaine Use in the Past Year,18 or Older,2010-12,"California LA SPA 2",0.0198851397,0.0141931492,0.0277954718
Cocaine Use in the Past Year,18 to 25,2010-12,"California LA SPA 2",0.0504574774,0.0327127534,0.0770608283
Cocaine Use in the Past Year,26 or Older,2010-12,"California LA SPA 2",0.0145704524,0.0097242056,0.0217788032
Cocaine Use in the Past Year,12 or Older,2010-12,"California LA SPA 3",0.0169444435,0.012222,0.0234482708
Cocaine Use in the Past Year,12 to 17,2010-12,"California LA SPA 3",0.0109176842,0.00598368,0.019838954
Cocaine Use in the Past Year,18 or Older,2010-12,"California LA SPA 3",0.0176279323,0.012633776,0.024547207
Cocaine Use in the Past Year,18 to 25,2010-12,"California LA SPA 3",0.0460707425,0.0296272111,0.0709731663
Cocaine Use in the Past Year,26 or Older,2010-12,"California LA SPA 3",0.01238174,0.0081407311,0.0187902959
Cocaine Use in the Past Year,12 or Older,2010-12,"California LA SPA 4",0.0258489741,0.0184114593,0.0361802148
Cocaine Use in the Past Year,12 to 17,2010-12,"California LA SPA 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2010-12,"California LA SPA 4",0.0269233564,0.0190673996,0.0378910179
Cocaine Use in the Past Year,18 to 25,2010-12,"California LA SPA 4",0.0553899092,0.0356130571,0.085179323
Cocaine Use in the Past Year,26 or Older,2010-12,"California LA SPA 4",0.0217687612,0.01447739,0.0326108345
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 11 (Los Angeles)",0.0204917147,0.0167319418,0.0250747875
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 11 (Los Angeles)",0.011459705,0.0082311385,0.0159342922
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 11 (Los Angeles)",0.02151037,0.017436986,0.0265096475
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 11 (Los Angeles)",0.0502457768,0.0407312628,0.0618395339
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 11 (Los Angeles)",0.016004763,0.0120188084,0.0212841538
Cocaine Use in the Past Year,12 or Older,2010-12,"California LA SPA 6",0.0223456352,0.0159050643,0.0313112598
Cocaine Use in the Past Year,12 to 17,2010-12,"California LA SPA 6",0.0119228471,0.006461943,0.0218969799
Cocaine Use in the Past Year,18 or Older,2010-12,"California LA SPA 6",0.0239624057,0.016937054,0.033801619
Cocaine Use in the Past Year,18 to 25,2010-12,"California LA SPA 6",0.0452057499,0.0284689862,0.0710622638
Cocaine Use in the Past Year,26 or Older,2010-12,"California LA SPA 6",0.0183594752,0.0119340739,0.028145818
Cocaine Use in the Past Year,12 or Older,2010-12,"California LA SPA 7",0.0188099799,0.0134272561,0.0262930242
Cocaine Use in the Past Year,12 to 17,2010-12,"California LA SPA 7",0.0116337007,0.0062996673,0.0213869443
Cocaine Use in the Past Year,18 or Older,2010-12,"California LA SPA 7",0.0197950672,0.0140450426,0.0278326924
Cocaine Use in the Past Year,18 to 25,2010-12,"California LA SPA 7",0.0467897594,0.0296351969,0.0731260506
Cocaine Use in the Past Year,26 or Older,2010-12,"California LA SPA 7",0.0140865057,0.0092205229,0.0214647995
Cocaine Use in the Past Year,12 or Older,2010-12,"California LA SPA 8",0.0205149223,0.0149588845,0.0280757693
Cocaine Use in the Past Year,12 to 17,2010-12,"California LA SPA 8",0.0132711764,0.0076309239,0.0229837612
Cocaine Use in the Past Year,18 or Older,2010-12,"California LA SPA 8",0.0213363774,0.0154012104,0.0294902744
Cocaine Use in the Past Year,18 to 25,2010-12,"California LA SPA 8",0.0519384308,0.0340916361,0.0783699008
Cocaine Use in the Past Year,26 or Older,2010-12,"California LA SPA 8",0.0159551944,0.0106291787,0.0238855143
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 12R",0.0191117416,0.0134729553,0.0270458091
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 12R",0.0112806687,0.0061016012,0.0207639141
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 12R",0.0201421225,0.014106403,0.028685211
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 12R",0.0520930989,0.0319767867,0.0837692861
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 12R",0.0142914156,0.0093292637,0.02183472
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 15R (Fresno)",0.0203638163,0.0141556051,0.0292140732
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 15R (Fresno)",0.0105950658,0.0055948526,0.0199742903
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 15R (Fresno)",0.0217575078,0.0149968582,0.0314685201
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 15R (Fresno)",0.0404338847,0.0244446058,0.0661723778
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 15R (Fresno)",0.0175472953,0.0113093574,0.0271314937
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 16R (San Diego)",0.0219757543,0.016359889,0.0294616402
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 16R (San Diego)",0.0117587335,0.0069071937,0.0199494895
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 16R (San Diego)",0.0230248539,0.0170227444,0.0310763624
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 16R (San Diego)",0.0599974277,0.041195879,0.0866048106
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 16R (San Diego)",0.0154803605,0.0105131185,0.0227405892
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 17R",0.0244422339,0.017549709,0.0339482105
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 17R",0.0165241887,0.0094547538,0.028726233
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 17R",0.0256005043,0.0182221169,0.0358573865
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 17R",0.0607932881,0.0388092691,0.0940124227
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 17R",0.0179209181,0.0117815045,0.0271716512
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 18R (San Bernardino)",0.0199654028,0.0146597232,0.0271384379
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 18R (San Bernardino)",0.0150408936,0.0087564736,0.0257185472
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 18R (San Bernardino)",0.0206942164,0.0150821851,0.0283343916
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 18R (San Bernardino)",0.0547660226,0.0369352375,0.0804853785
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 18R (San Bernardino)",0.0133285266,0.0088316207,0.0200688161
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 1R",0.0213158511,0.0153423851,0.0295452655
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 1R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 1R",0.0222047695,0.0158919784,0.0309463432
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 1R",0.0651374475,0.0424497815,0.0987008732
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 1R",0.0145183573,0.0094624961,0.0222150073
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 20R",0.0187955746,0.0133920511,0.0263211857
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 20R",0.0145724523,0.0080879844,0.0261188877
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 20R",0.0193987178,0.0137470061,0.0273096389
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 20R",0.0480630981,0.0303436049,0.0753262612
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 20R",0.0134423233,0.0088238932,0.0204282215
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 14 (Orange)",0.0190915451,0.0145878488,0.0249504592
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 14 (Orange)",0.0120830065,0.0072644323,0.0200332924
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 14 (Orange)",0.0198910726,0.0151147579,0.0261366646
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 14 (Orange)",0.0648251857,0.0461221533,0.0903937794
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 14 (Orange)",0.011794289,0.008079975,0.0171864658
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 21R",0.0225084198,0.016278651,0.0310470497
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 21R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 21R",0.023515478,0.0169484099,0.032542879
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 21R",0.0711194307,0.0465191531,0.1072653274
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 21R",0.0129537807,0.0086386501,0.0193822397
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 2R",0.0204783301,0.0147478859,0.0283712802
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 2R",0.0140629514,0.0077720356,0.0253160006
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 2R",0.0211991071,0.0152102398,0.029475448
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 2R",0.0709312704,0.0471416919,0.1053980967
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 2R",0.0121982705,0.0078876156,0.0188200492
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 3R (Sacramento)",0.0193131634,0.0137230059,0.0271178968
Cocaine Use in the Past Year,12 to 17,2010-12,"California Region 3R (Sacramento)",0.0099040796,0.0054160287,0.0180437311
Cocaine Use in the Past Year,18 or Older,2010-12,"California Region 3R (Sacramento)",0.0204040907,0.0144298356,0.0287795855
Cocaine Use in the Past Year,18 to 25,2010-12,"California Region 3R (Sacramento)",0.0475394535,0.0300571845,0.0744099307
Cocaine Use in the Past Year,26 or Older,2010-12,"California Region 3R (Sacramento)",0.0154568392,0.0102779603,0.0231841335
Cocaine Use in the Past Year,12 or Older,2010-12,"California Region 4R",0.018938171,0.0139036334,0.0257481251
