outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Alcohol Use in the Past Month,18 to 25,2006-08,"Alabama Region 1",0.5057218202,0.4490935067,0.5622037058
Alcohol Use in the Past Month,26 or Older,2006-08,"Alabama Region 1",0.4053908703,0.3518889218,0.4612382907
Alcohol Use in the Past Month,12 or Older,2006-08,"Alabama Region 2",0.4078925588,0.3693604898,0.4475913793
Alcohol Use in the Past Month,12 to 17,2006-08,"Alabama Region 2",0.1543321863,0.1251939164,0.1887886925
Alcohol Use in the Past Month,18 or Older,2006-08,"Alabama Region 2",0.4356859504,0.393733893,0.4785794335
Alcohol Use in the Past Month,18 to 25,2006-08,"Alabama Region 2",0.5448999547,0.4958450822,0.5930986383
Alcohol Use in the Past Month,26 or Older,2006-08,"Alabama Region 2",0.4171769372,0.3706681395,0.4652076065
Alcohol Use in the Past Month,12 or Older,2006-08,"Alabama Region 3",0.4413976194,0.391213881,0.492807735
Alcohol Use in the Past Month,12 to 17,2006-08,"Alabama Region 3",0.130126411,0.1012876938,0.1656625547
Alcohol Use in the Past Month,18 or Older,2006-08,"Alabama Region 3",0.4782902631,0.4232002251,0.5339135052
Alcohol Use in the Past Month,18 to 25,2006-08,"Alabama Region 3",0.5896187584,0.5280427096,0.6485087016
Alcohol Use in the Past Month,26 or Older,2006-08,"Alabama Region 3",0.4534648344,0.3925277784,0.5158290296
Alcohol Use in the Past Month,12 or Older,2006-08,"Alabama Region 4",0.4018537963,0.3556656653,0.4498523787
Alcohol Use in the Past Month,12 to 17,2006-08,"Alabama Region 4",0.1381520619,0.1090628312,0.1734891493
Alcohol Use in the Past Month,18 or Older,2006-08,"Alabama Region 4",0.4325987186,0.3819399274,0.4847072365
Alcohol Use in the Past Month,18 to 25,2006-08,"Alabama Region 4",0.5033345085,0.4454490187,0.5611307478
Alcohol Use in the Past Month,26 or Older,2006-08,"Alabama Region 4",0.4212997065,0.3659305718,0.4787214471
Alcohol Use in the Past Month,12 or Older,2006-08,"Alaska",0.5406132735,0.5151034851,0.5659119862
Alcohol Use in the Past Month,12 to 17,2006-08,"Alaska",0.1509942549,0.1311283929,0.1732695968
Alcohol Use in the Past Month,18 or Older,2006-08,"Alaska",0.5926667363,0.563925495,0.6207875
Alcohol Use in the Past Month,18 to 25,2006-08,"Alaska",0.6083752421,0.574142396,0.6415741717
Alcohol Use in the Past Month,26 or Older,2006-08,"Alaska",0.5897421585,0.5567868876,0.6219109858
Alcohol Use in the Past Month,12 or Older,2006-08,"Alaska Southeast",0.558821117,0.4919937065,0.623583374
Alcohol Use in the Past Month,12 to 17,2006-08,"Alaska Southeast",0.1483025049,0.1112733522,0.1949510403
Alcohol Use in the Past Month,18 or Older,2006-08,"Alaska Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2006-08,"Alaska Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"Alaska Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2006-08,"Alaska Anchorage",0.5684538347,0.5326088464,0.6035958155
Alcohol Use in the Past Month,12 to 17,2006-08,"Alaska Anchorage",0.1557594601,0.1270368823,0.1895659065
Alcohol Use in the Past Month,18 or Older,2006-08,"Alaska Anchorage",0.6206511894,0.5807668826,0.6589691779
Alcohol Use in the Past Month,18 to 25,2006-08,"Alaska Anchorage",0.6358453335,0.5898972377,0.6794428926
Alcohol Use in the Past Month,26 or Older,2006-08,"Alaska Anchorage",0.6178673155,0.5724101552,0.661350953
Alcohol Use in the Past Month,12 or Older,2006-08,"Alaska Northern",0.477038875,0.4315950805,0.5228660211
Alcohol Use in the Past Month,12 to 17,2006-08,"Alaska Northern",0.1351382778,0.1065755471,0.1699002295
Alcohol Use in the Past Month,18 or Older,2006-08,"Alaska Northern",0.5300516251,0.478464601,0.5810044317
Alcohol Use in the Past Month,18 to 25,2006-08,"Alaska Northern",0.5899081487,0.5280782244,0.649021342
Alcohol Use in the Past Month,26 or Older,2006-08,"Alaska Northern",0.5160401161,0.4585955906,0.5730638673
Alcohol Use in the Past Month,12 or Older,2006-08,"Alaska South Central",0.5404836523,0.4946076751,0.585683625
Alcohol Use in the Past Month,12 to 17,2006-08,"Alaska South Central",0.1596273404,0.1288053175,0.1961641065
Alcohol Use in the Past Month,18 or Older,2006-08,"Alaska South Central",0.5913576265,0.5398842153,0.6409027789
Alcohol Use in the Past Month,18 to 25,2006-08,"Alaska South Central",0.5783582816,0.513342516,0.6407664847
Alcohol Use in the Past Month,26 or Older,2006-08,"Alaska South Central",0.5935968282,0.5372227707,0.6476081948
Alcohol Use in the Past Month,12 or Older,2006-08,"Arizona",0.5196701256,0.4922462268,0.5469760044
Alcohol Use in the Past Month,12 to 17,2006-08,"Arizona",0.1670931096,0.1454853681,0.191192029
Alcohol Use in the Past Month,18 or Older,2006-08,"Arizona",0.5607303731,0.5306009527,0.5904187035
Alcohol Use in the Past Month,18 to 25,2006-08,"Arizona",0.5981887465,0.5638742064,0.6315674941
Alcohol Use in the Past Month,26 or Older,2006-08,"Arizona",0.5543167133,0.5209350825,0.5872154346
Alcohol Use in the Past Month,12 or Older,2006-08,"Arizona Central",0.5364764297,0.5032529279,0.5693792321
Alcohol Use in the Past Month,12 to 17,2006-08,"Arizona Central",0.1725001263,0.1449169959,0.2040803316
Alcohol Use in the Past Month,18 or Older,2006-08,"Arizona Central",0.5789743933,0.5423692932,0.6147313857
Alcohol Use in the Past Month,18 to 25,2006-08,"Arizona Central",0.5879721055,0.5459087762,0.6287885384
Alcohol Use in the Past Month,26 or Older,2006-08,"Arizona Central",0.5774631506,0.5370579553,0.6168576759
Alcohol Use in the Past Month,12 or Older,2006-08,"Arizona South A",0.5368174169,0.4825730022,0.5902042145
Alcohol Use in the Past Month,12 to 17,2006-08,"Arizona South A",0.1596237334,0.1243272951,0.2026221302
Alcohol Use in the Past Month,18 or Older,2006-08,"Arizona South A",0.5771136243,0.5179702237,0.634126175
Alcohol Use in the Past Month,18 to 25,2006-08,"Arizona South A",0.6436110175,0.5760028725,0.7059423076
Alcohol Use in the Past Month,26 or Older,2006-08,"Arizona South A",0.5653136279,0.5015017135,0.6270319869
Alcohol Use in the Past Month,12 or Older,2006-08,"Arizona Rural North",0.4887860403,0.4291616392,0.5487312501
Alcohol Use in the Past Month,12 to 17,2006-08,"Arizona Rural North",0.158997391,0.122772575,0.2034319002
Alcohol Use in the Past Month,18 or Older,2006-08,"Arizona Rural North",0.5282872001,0.4628312028,0.5927847574
Alcohol Use in the Past Month,18 to 25,2006-08,"Arizona Rural North",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"Arizona Rural North",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2006-08,"Arizona Rural South",0.4460130707,0.3830819575,0.5107237449
Alcohol Use in the Past Month,12 to 17,2006-08,"Arizona Rural South",0.1580207395,0.1195899514,0.2059130048
Alcohol Use in the Past Month,18 or Older,2006-08,"Arizona Rural South",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2006-08,"Arizona Rural South",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"Arizona Rural South",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2006-08,"Arkansas",0.4339476728,0.4080876285,0.4601724417
Alcohol Use in the Past Month,12 to 17,2006-08,"Arkansas",0.159734875,0.1408863179,0.1805750744
Alcohol Use in the Past Month,18 or Older,2006-08,"Arkansas",0.4646376212,0.4363492708,0.493155339
Alcohol Use in the Past Month,18 to 25,2006-08,"Arkansas",0.5486324515,0.5158512776,0.5809969122
Alcohol Use in the Past Month,26 or Older,2006-08,"Arkansas",0.4507179078,0.4193677339,0.4824643172
Alcohol Use in the Past Month,12 or Older,2006-08,"Arkansas Catchment Area 8",0.4358387867,0.3853145011,0.4877313647
Alcohol Use in the Past Month,12 to 17,2006-08,"Arkansas Catchment Area 8",0.1299123048,0.1019227466,0.1641830357
Alcohol Use in the Past Month,18 or Older,2006-08,"Arkansas Catchment Area 8",0.4704721211,0.4150382216,0.5266441544
Alcohol Use in the Past Month,18 to 25,2006-08,"Arkansas Catchment Area 8",0.483687097,0.4185146021,0.5494192541
Alcohol Use in the Past Month,26 or Older,2006-08,"Arkansas Catchment Area 8",0.4684697662,0.4087316886,0.5291254802
Alcohol Use in the Past Month,12 or Older,2006-08,"Arkansas Catchment Area 1",0.5071534495,0.4527890909,0.5613491631
Alcohol Use in the Past Month,12 to 17,2006-08,"Arkansas Catchment Area 1",0.1784554968,0.1405819057,0.2238745247
Alcohol Use in the Past Month,18 or Older,2006-08,"Arkansas Catchment Area 1",0.5454064685,0.4861750444,0.6033801628
Alcohol Use in the Past Month,18 to 25,2006-08,"Arkansas Catchment Area 1",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"Arkansas Catchment Area 1",0.5280114654,0.464059857,0.591056726
Alcohol Use in the Past Month,12 or Older,2006-08,"Arkansas Catchment Area 2",0.4117206289,0.3527732715,0.4733146952
Alcohol Use in the Past Month,12 to 17,2006-08,"Arkansas Catchment Area 2",0.1657770022,0.1288503891,0.2107263575
Alcohol Use in the Past Month,18 or Older,2006-08,"Arkansas Catchment Area 2",0.4353806429,0.3718741588,0.5010806973
Alcohol Use in the Past Month,18 to 25,2006-08,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2006-08,"Arkansas Catchment Area 3",0.4101972202,0.3564875234,0.4661373888
Alcohol Use in the Past Month,12 to 17,2006-08,"Arkansas Catchment Area 3",0.1727834936,0.1372047407,0.2152861413
Alcohol Use in the Past Month,18 or Older,2006-08,"Arkansas Catchment Area 3",0.4384818121,0.3797552958,0.4989838348
Alcohol Use in the Past Month,18 to 25,2006-08,"Arkansas Catchment Area 3",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"Arkansas Catchment Area 3",0.423828829,0.3609480077,0.4892770573
Alcohol Use in the Past Month,12 or Older,2006-08,"Arkansas Catchment Area 4",0.4253904057,0.363709053,0.4894852229
Alcohol Use in the Past Month,12 to 17,2006-08,"Arkansas Catchment Area 4",0.1704379971,0.130971848,0.2188023411
Alcohol Use in the Past Month,18 or Older,2006-08,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2006-08,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2006-08,"Arkansas Catchment Area 5",0.4492264611,0.4021447892,0.4972358316
Alcohol Use in the Past Month,12 to 17,2006-08,"Arkansas Catchment Area 5",0.1666859359,0.133120848,0.2066962066
Alcohol Use in the Past Month,18 or Older,2006-08,"Arkansas Catchment Area 5",0.4789480858,0.428000076,0.5303378246
Alcohol Use in the Past Month,18 to 25,2006-08,"Arkansas Catchment Area 5",0.591595932,0.5374815243,0.6435775235
Alcohol Use in the Past Month,26 or Older,2006-08,"Arkansas Catchment Area 5",0.4573687402,0.400671082,0.5151927136
Alcohol Use in the Past Month,12 or Older,2006-08,"Arkansas Catchment Area 6",0.379573098,0.3169562426,0.4464743847
Alcohol Use in the Past Month,12 to 17,2006-08,"Arkansas Catchment Area 6",0.1375655755,0.1043594765,0.1792232205
Alcohol Use in the Past Month,18 or Older,2006-08,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2006-08,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2006-08,"Arkansas Catchment Area 7",0.4042120218,0.3412892432,0.4704503643
Alcohol Use in the Past Month,12 to 17,2006-08,"Arkansas Catchment Area 7",0.1597579037,0.1217147741,0.2068907711
Alcohol Use in the Past Month,18 or Older,2006-08,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2006-08,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2006-08,"California",0.4943702093,0.4809772635,0.5077712395
Alcohol Use in the Past Month,12 to 17,2006-08,"California",0.1487239313,0.1377925097,0.1603612768
Alcohol Use in the Past Month,18 or Older,2006-08,"California",0.5362834405,0.5213720567,0.5511302229
Alcohol Use in the Past Month,18 to 25,2006-08,"California",0.5862661278,0.5689432928,0.6033781128
Alcohol Use in the Past Month,26 or Older,2006-08,"California",0.5268441205,0.5095490376,0.5440750199
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 10",0.5128997556,0.4601331807,0.5653803618
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 10",0.1565131756,0.1244521266,0.194994233
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 10",0.5566790942,0.4984896757,0.6133536886
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 10",0.5903712002,0.5274432406,0.6504725101
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 10",0.5497080482,0.4858159411,0.6120016249
Alcohol Use in the Past Month,12 or Older,2006-08,"California LA SPA 1 and 5",0.5583018915,0.501694844,0.6134332752
Alcohol Use in the Past Month,12 to 17,2006-08,"California LA SPA 1 and 5",0.1594414808,0.1239764248,0.202704254
Alcohol Use in the Past Month,18 or Older,2006-08,"California LA SPA 1 and 5",0.5998935301,0.5384453289,0.6583517244
Alcohol Use in the Past Month,18 to 25,2006-08,"California LA SPA 1 and 5",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"California LA SPA 1 and 5",0.5911089231,0.5248618026,0.6542047878
Alcohol Use in the Past Month,12 or Older,2006-08,"California LA SPA 2",0.4545910769,0.408690459,0.5012766214
Alcohol Use in the Past Month,12 to 17,2006-08,"California LA SPA 2",0.1339005906,0.1063762775,0.1672140579
Alcohol Use in the Past Month,18 or Older,2006-08,"California LA SPA 2",0.4928943737,0.442510722,0.543422771
Alcohol Use in the Past Month,18 to 25,2006-08,"California LA SPA 2",0.5461929224,0.4910411915,0.6002337677
Alcohol Use in the Past Month,26 or Older,2006-08,"California LA SPA 2",0.4838870088,0.4292335321,0.5389286596
Alcohol Use in the Past Month,12 or Older,2006-08,"California LA SPA 3",0.454145155,0.4083254596,0.5007549332
Alcohol Use in the Past Month,12 to 17,2006-08,"California LA SPA 3",0.1404598217,0.1111780128,0.175927311
Alcohol Use in the Past Month,18 or Older,2006-08,"California LA SPA 3",0.4938222588,0.4433201952,0.5444507057
Alcohol Use in the Past Month,18 to 25,2006-08,"California LA SPA 3",0.5800864148,0.5273279763,0.6310759298
Alcohol Use in the Past Month,26 or Older,2006-08,"California LA SPA 3",0.4778195884,0.4224216987,0.5337685398
Alcohol Use in the Past Month,12 or Older,2006-08,"California LA SPA 4",0.4373569719,0.3846012585,0.4915688058
Alcohol Use in the Past Month,12 to 17,2006-08,"California LA SPA 4",0.1309981873,0.1016142795,0.1672967696
Alcohol Use in the Past Month,18 or Older,2006-08,"California LA SPA 4",0.4693963062,0.4120766074,0.5275349651
Alcohol Use in the Past Month,18 to 25,2006-08,"California LA SPA 4",0.5390787508,0.4713227917,0.6054207797
Alcohol Use in the Past Month,26 or Older,2006-08,"California LA SPA 4",0.4581301091,0.3970810869,0.5204627685
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 11 (Los Angeles)",0.4595095738,0.43837524,0.4807905569
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 11 (Los Angeles)",0.1376175861,0.1232704382,0.1533425059
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 11 (Los Angeles)",0.5001284467,0.4767730606,0.5234832723
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 11 (Los Angeles)",0.5532701487,0.5269388019,0.5793059827
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 11 (Los Angeles)",0.4902521452,0.4642330725,0.5163241392
Alcohol Use in the Past Month,12 or Older,2006-08,"California LA SPA 6",0.3472779343,0.294858856,0.4036810044
Alcohol Use in the Past Month,12 to 17,2006-08,"California LA SPA 6",0.1162246917,0.0892402397,0.1500246187
Alcohol Use in the Past Month,18 or Older,2006-08,"California LA SPA 6",0.3862940159,0.3269654747,0.4492027778
Alcohol Use in the Past Month,18 to 25,2006-08,"California LA SPA 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"California LA SPA 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2006-08,"California LA SPA 7",0.4471359576,0.3983616581,0.4969493871
Alcohol Use in the Past Month,12 to 17,2006-08,"California LA SPA 7",0.14502293,0.1137624923,0.1830986211
Alcohol Use in the Past Month,18 or Older,2006-08,"California LA SPA 7",0.4914359106,0.4372089138,0.5458651844
Alcohol Use in the Past Month,18 to 25,2006-08,"California LA SPA 7",0.5359169884,0.4719717199,0.5987026635
Alcohol Use in the Past Month,26 or Older,2006-08,"California LA SPA 7",0.4822280412,0.4229862152,0.5419737265
Alcohol Use in the Past Month,12 or Older,2006-08,"California LA SPA 8",0.5043765412,0.4563780326,0.5522945155
Alcohol Use in the Past Month,12 to 17,2006-08,"California LA SPA 8",0.1414639595,0.1121980479,0.1768430515
Alcohol Use in the Past Month,18 or Older,2006-08,"California LA SPA 8",0.5496620927,0.496581263,0.6016359336
Alcohol Use in the Past Month,18 to 25,2006-08,"California LA SPA 8",0.5816049323,0.5190626711,0.6416293246
Alcohol Use in the Past Month,26 or Older,2006-08,"California LA SPA 8",0.5440316831,0.4867875125,0.6001357044
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 12R",0.5079021426,0.4485538051,0.5670285921
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 12R",0.1661333794,0.1283260067,0.2123658063
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 12R",0.5523180554,0.4871766,0.6157119681
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 12R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 12R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 15R (Fresno)",0.4325912545,0.3791307565,0.4876690198
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 15R (Fresno)",0.1425103996,0.1110668848,0.1810427434
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 15R (Fresno)",0.4755450229,0.4160842984,0.5357072864
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 15R (Fresno)",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 15R (Fresno)",0.4657778373,0.4015956918,0.5311134384
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 16R (San Diego)",0.5522551534,0.5144937114,0.5894233843
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 16R (San Diego)",0.1600091768,0.1323426983,0.1921783385
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 16R (San Diego)",0.5958667022,0.5545253795,0.6358905944
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 16R (San Diego)",0.6517483699,0.6035725987,0.6970085547
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 16R (San Diego)",0.5840550099,0.5377952422,0.6288798623
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 17R",0.443729935,0.3978595768,0.4905801134
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 17R",0.1580088363,0.1270488693,0.194829481
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 17R",0.4861549439,0.4348657152,0.5377374281
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 17R",0.540697845,0.4796896385,0.6005100645
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 17R",0.4736347267,0.417214079,0.5307368046
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 18R (San Bernardino)",0.4003679293,0.3590870331,0.4431134446
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 18R (San Bernardino)",0.1387599942,0.1127389492,0.1696386203
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 18R (San Bernardino)",0.4401499515,0.3935806547,0.4877970992
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 18R (San Bernardino)",0.5157760622,0.4626380596,0.5685597201
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 18R (San Bernardino)",0.4230206882,0.3711029533,0.4766962433
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 1R",0.5292952074,0.472449931,0.585390587
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 1R",0.1796267788,0.1419409359,0.224698172
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 1R",0.5666516062,0.505142056,0.6261736537
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 1R",0.6470393968,0.5794429652,0.7092232048
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 1R",0.5494424868,0.4828204395,0.6143375534
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 20R",0.4581830379,0.4053650403,0.5119579037
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 20R",0.1645404963,0.1303596629,0.2055651663
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 20R",0.5010711525,0.4422452228,0.5598674433
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 20R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 20R",0.4947899329,0.4316165641,0.5581301008
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 14 (Orange)",0.512628904,0.471504681,0.5535828616
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 14 (Orange)",0.1447246179,0.1178780854,0.1764622891
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 14 (Orange)",0.5560737756,0.5108606312,0.6003769108
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 14 (Orange)",0.6060093764,0.5545245781,0.6552432941
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 14 (Orange)",0.5474850138,0.4977381083,0.5963010054
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 21R",0.5445396779,0.4911254049,0.5969485049
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 21R",0.1614467783,0.1247696594,0.2063633587
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 21R",0.5875388635,0.5294807331,0.6432598106
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 21R",0.6314968541,0.5682747455,0.690502978
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 21R",0.577667075,0.5136827926,0.6391467523
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 2R",0.5624884224,0.5119972537,0.6117172936
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 2R",0.1631339318,0.1297022468,0.2031711735
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 2R",0.6064802716,0.5514669736,0.6589193889
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 2R",0.652876234,0.5917282009,0.7093641899
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 2R",0.5968671672,0.5367232248,0.654233143
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 3R (Sacramento)",0.5250545365,0.479067708,0.5706203084
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 3R (Sacramento)",0.1470596852,0.1171947567,0.1829578898
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 3R (Sacramento)",0.5710310346,0.5204122565,0.6202062021
Alcohol Use in the Past Month,18 to 25,2006-08,"California Region 3R (Sacramento)",0.6184045492,0.559650972,0.6738868923
Alcohol Use in the Past Month,26 or Older,2006-08,"California Region 3R (Sacramento)",0.5622977129,0.5068502143,0.6162313076
Alcohol Use in the Past Month,12 or Older,2006-08,"California Region 4R",0.5957530308,0.5433820257,0.6460302528
Alcohol Use in the Past Month,12 to 17,2006-08,"California Region 4R",0.1756422716,0.1386123646,0.2200376362
Alcohol Use in the Past Month,18 or Older,2006-08,"California Region 4R",0.6412932594,0.5845084406,0.6943752412
