outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Marijuana Use in the Past Month,18 or Older,2010-12,"Arizona Central",0.0639944484,0.0510786622,0.0799011341
Marijuana Use in the Past Month,18 to 25,2010-12,"Arizona Central",0.154424838,0.1259417156,0.1879644454
Marijuana Use in the Past Month,26 or Older,2010-12,"Arizona Central",0.0481053221,0.0357122846,0.064511329
Marijuana Use in the Past Month,12 or Older,2010-12,"Arizona South A",0.0816858931,0.0609887125,0.1085945977
Marijuana Use in the Past Month,12 to 17,2010-12,"Arizona South A",0.0970182721,0.0697131231,0.1334837006
Marijuana Use in the Past Month,18 or Older,2010-12,"Arizona South A",0.0801676543,0.0586226823,0.1087163764
Marijuana Use in the Past Month,18 to 25,2010-12,"Arizona South A",0.1965970151,0.1482999665,0.2558971887
Marijuana Use in the Past Month,26 or Older,2010-12,"Arizona South A",0.0588713789,0.0393471655,0.0872041452
Marijuana Use in the Past Month,12 or Older,2010-12,"Arizona Rural North",0.074279772,0.0540971567,0.1011866508
Marijuana Use in the Past Month,12 to 17,2010-12,"Arizona Rural North",0.0887791741,0.062468829,0.124696922
Marijuana Use in the Past Month,18 or Older,2010-12,"Arizona Rural North",0.0727876654,0.0518383268,0.1012987207
Marijuana Use in the Past Month,18 to 25,2010-12,"Arizona Rural North",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"Arizona Rural North",0.0534525836,0.034600896,0.0817059995
Marijuana Use in the Past Month,12 or Older,2010-12,"Arizona Rural South",0.0658592713,0.0456541822,0.0941245522
Marijuana Use in the Past Month,12 to 17,2010-12,"Arizona Rural South",0.0781130455,0.0536556759,0.1123945549
Marijuana Use in the Past Month,18 or Older,2010-12,"Arizona Rural South",0.0644599301,0.0434372063,0.0946504659
Marijuana Use in the Past Month,18 to 25,2010-12,"Arizona Rural South",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"Arizona Rural South",0.0521602019,0.0327635805,0.0820656743
Marijuana Use in the Past Month,12 or Older,2010-12,"Arkansas",0.0495432338,0.041484417,0.0590710876
Marijuana Use in the Past Month,12 to 17,2010-12,"Arkansas",0.0556486009,0.045490487,0.0679136493
Marijuana Use in the Past Month,18 or Older,2010-12,"Arkansas",0.0488831909,0.0403588442,0.0590971208
Marijuana Use in the Past Month,18 to 25,2010-12,"Arkansas",0.1342635926,0.1152145729,0.1559071196
Marijuana Use in the Past Month,26 or Older,2010-12,"Arkansas",0.0343130388,0.0262439561,0.0447490646
Marijuana Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 8",0.0581867165,0.0447726893,0.0753028073
Marijuana Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 8",0.0659501256,0.0474782699,0.0909226274
Marijuana Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 8",0.0573391499,0.0433570507,0.0754745564
Marijuana Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 8",0.1795717207,0.139343106,0.2283331848
Marijuana Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 8",0.0388120771,0.0266756784,0.0561515232
Marijuana Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 1",0.0524944481,0.0388032371,0.0706612944
Marijuana Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 1",0.0563342768,0.0399707481,0.0788466441
Marijuana Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 1",0.0520697371,0.0377453301,0.0714267607
Marijuana Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 1",0.1327382133,0.0979061426,0.1775238176
Marijuana Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 1",0.0362742199,0.0239113035,0.0546711433
Marijuana Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 2",0.0445814887,0.0311108306,0.0635025172
Marijuana Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 2",0.0519035888,0.0359998615,0.0742916837
Marijuana Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 2",0.0438761244,0.0299372218,0.0638776804
Marijuana Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 2",0.0315696037,0.0200244925,0.0494352618
Marijuana Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 3",0.0398639228,0.0283397325,0.0558052148
Marijuana Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 3",0.047730489,0.0324846591,0.0696167041
Marijuana Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 3",0.0389428944,0.0270674989,0.0557299757
Marijuana Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 3",0.1077028926,0.0755327165,0.1513317818
Marijuana Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 3",0.0267780223,0.0170075774,0.0419219789
Marijuana Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 4",0.0498237008,0.0345916161,0.0712679439
Marijuana Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 4",0.0491744675,0.0338345819,0.0709583518
Marijuana Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 4",0.0498998427,0.0338903153,0.072901471
Marijuana Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 4",0.1232985052,0.0855837174,0.1744623829
Marijuana Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 4",0.0384504722,0.0242789678,0.0603819109
Marijuana Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 5",0.0504994024,0.0366995634,0.0691159737
Marijuana Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 5",0.0566259667,0.039640383,0.0802813153
Marijuana Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 5",0.0498751279,0.0355333402,0.0695878217
Marijuana Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 5",0.1220805184,0.0887521331,0.1656493356
Marijuana Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 5",0.0350542179,0.0228850025,0.0533412174
Marijuana Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 6",0.0545731983,0.0382696624,0.0772643211
Marijuana Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 6",0.0635990104,0.0437277329,0.091635114
Marijuana Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 6",0.0535923945,0.0367049469,0.0776234372
Marijuana Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 6",0.0368316388,0.023062718,0.0583300786
Marijuana Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 7",0.0397793565,0.027063619,0.0581126861
Marijuana Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 7",0.0469958763,0.0319613427,0.0686014341
Marijuana Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 7",0.03898261,0.0258631838,0.0583583448
Marijuana Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 7",0.1085136061,0.0724782786,0.1593864998
Marijuana Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 7",0.0280103285,0.0170889907,0.0455876235
Marijuana Use in the Past Month,12 or Older,2010-12,"California",0.0874488643,0.0806357535,0.0947782864
Marijuana Use in the Past Month,12 to 17,2010-12,"California",0.0880783544,0.0793967327,0.0976086164
Marijuana Use in the Past Month,18 or Older,2010-12,"California",0.0873813,0.0799516321,0.0954297731
Marijuana Use in the Past Month,18 to 25,2010-12,"California",0.210950599,0.1962028175,0.2264945494
Marijuana Use in the Past Month,26 or Older,2010-12,"California",0.0641915198,0.0562719197,0.0731393279
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 10",0.0928898299,0.071016882,0.1206248222
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 10",0.0936754702,0.0686872401,0.12651938
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 10",0.092804474,0.0697190048,0.1225272375
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 10",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 10",0.0665396306,0.0464863159,0.0943872497
Marijuana Use in the Past Month,12 or Older,2010-12,"California LA SPA 1 and 5",0.092653332,0.0700504448,0.1215957779
Marijuana Use in the Past Month,12 to 17,2010-12,"California LA SPA 1 and 5",0.0830111138,0.0608867341,0.1122142024
Marijuana Use in the Past Month,18 or Older,2010-12,"California LA SPA 1 and 5",0.0935524233,0.0698760261,0.1241801355
Marijuana Use in the Past Month,18 to 25,2010-12,"California LA SPA 1 and 5",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"California LA SPA 1 and 5",0.0669903341,0.0472573602,0.0941488433
Marijuana Use in the Past Month,12 or Older,2010-12,"California LA SPA 2",0.0697756918,0.0540106055,0.0897060648
Marijuana Use in the Past Month,12 to 17,2010-12,"California LA SPA 2",0.0750178475,0.0554542178,0.1007471447
Marijuana Use in the Past Month,18 or Older,2010-12,"California LA SPA 2",0.0692123935,0.0526568521,0.0904759526
Marijuana Use in the Past Month,18 to 25,2010-12,"California LA SPA 2",0.1762605014,0.1363420732,0.224823895
Marijuana Use in the Past Month,26 or Older,2010-12,"California LA SPA 2",0.050595992,0.0358122593,0.0710330187
Marijuana Use in the Past Month,12 or Older,2010-12,"California LA SPA 3",0.0608420303,0.0471774252,0.0781399117
Marijuana Use in the Past Month,12 to 17,2010-12,"California LA SPA 3",0.0728424808,0.0535261077,0.098404941
Marijuana Use in the Past Month,18 or Older,2010-12,"California LA SPA 3",0.0594901694,0.045288711,0.0777820528
Marijuana Use in the Past Month,18 to 25,2010-12,"California LA SPA 3",0.159188059,0.1220312881,0.2050166414
Marijuana Use in the Past Month,26 or Older,2010-12,"California LA SPA 3",0.0410662343,0.0288051341,0.0582334194
Marijuana Use in the Past Month,12 or Older,2010-12,"California LA SPA 4",0.0988091887,0.0751850126,0.1288224138
Marijuana Use in the Past Month,12 to 17,2010-12,"California LA SPA 4",0.088864203,0.0638911958,0.1223228487
Marijuana Use in the Past Month,18 or Older,2010-12,"California LA SPA 4",0.0995928136,0.0749915183,0.131120663
Marijuana Use in the Past Month,18 to 25,2010-12,"California LA SPA 4",0.2254703227,0.1746603856,0.2859403363
Marijuana Use in the Past Month,26 or Older,2010-12,"California LA SPA 4",0.0767737614,0.0541330596,0.1078044935
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 11 (Los Angeles)",0.0804151618,0.0713497808,0.0905200771
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 11 (Los Angeles)",0.0819751142,0.070545532,0.0950670783
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 11 (Los Angeles)",0.0802427755,0.0705153092,0.0911804927
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 11 (Los Angeles)",0.1918963114,0.1712157346,0.214428543
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 11 (Los Angeles)",0.0587933841,0.0491592944,0.0701761864
Marijuana Use in the Past Month,12 or Older,2010-12,"California LA SPA 6",0.100024562,0.0771077002,0.1288018806
Marijuana Use in the Past Month,12 to 17,2010-12,"California LA SPA 6",0.0928066458,0.0688251382,0.1240312694
Marijuana Use in the Past Month,18 or Older,2010-12,"California LA SPA 6",0.1011676315,0.0765212618,0.1326122967
Marijuana Use in the Past Month,18 to 25,2010-12,"California LA SPA 6",0.1878667787,0.1433005414,0.2423718546
Marijuana Use in the Past Month,26 or Older,2010-12,"California LA SPA 6",0.0780147898,0.054971732,0.1095968434
Marijuana Use in the Past Month,12 or Older,2010-12,"California LA SPA 7",0.0618529173,0.0465232256,0.0818004838
Marijuana Use in the Past Month,12 to 17,2010-12,"California LA SPA 7",0.0758147237,0.0548107311,0.103982167
Marijuana Use in the Past Month,18 or Older,2010-12,"California LA SPA 7",0.0599758217,0.0440917954,0.0810965969
Marijuana Use in the Past Month,18 to 25,2010-12,"California LA SPA 7",0.1478670118,0.1086689552,0.1980623697
Marijuana Use in the Past Month,26 or Older,2010-12,"California LA SPA 7",0.0412898531,0.0280057673,0.0604829423
Marijuana Use in the Past Month,12 or Older,2010-12,"California LA SPA 8",0.0990751627,0.0785320158,0.1242674698
Marijuana Use in the Past Month,12 to 17,2010-12,"California LA SPA 8",0.0947463915,0.0715871077,0.1243941178
Marijuana Use in the Past Month,18 or Older,2010-12,"California LA SPA 8",0.0995678076,0.0778561347,0.1265035847
Marijuana Use in the Past Month,18 to 25,2010-12,"California LA SPA 8",0.2425698134,0.1925209532,0.300783116
Marijuana Use in the Past Month,26 or Older,2010-12,"California LA SPA 8",0.074415052,0.0546857624,0.1005054217
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 12R",0.0815805232,0.0595046101,0.1108809128
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 12R",0.0801816345,0.0578002767,0.110215697
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 12R",0.0817796913,0.0584285425,0.1133398349
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 12R",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 12R",0.0635969982,0.0429020133,0.0933016249
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 15R (Fresno)",0.0780542107,0.0582584279,0.1038348061
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 15R (Fresno)",0.074972227,0.0543289776,0.1026081693
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 15R (Fresno)",0.0785150609,0.0574415498,0.1064466702
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 15R (Fresno)",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 15R (Fresno)",0.0574972427,0.0396265926,0.0827328552
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 16R (San Diego)",0.0910037313,0.0748291544,0.1102578374
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 16R (San Diego)",0.0876684318,0.0677899799,0.1126714282
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 16R (San Diego)",0.0913420519,0.0742955303,0.1118272821
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 16R (San Diego)",0.2142402919,0.1755588085,0.2587695195
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 16R (San Diego)",0.0661813041,0.050229308,0.0867367349
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 17R",0.076770298,0.0590719773,0.099212041
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 17R",0.0826660238,0.0621424032,0.1091788499
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 17R",0.0759441729,0.0571106377,0.1003276402
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 17R",0.160813371,0.1198408083,0.2124134416
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 17R",0.0573353422,0.0408094728,0.0799952728
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 18R (San Bernardino)",0.0775890603,0.0621016934,0.0965412127
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 18R (San Bernardino)",0.091659033,0.0697005825,0.1196455727
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 18R (San Bernardino)",0.075570256,0.0592879757,0.0958684414
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 18R (San Bernardino)",0.1731082431,0.1366875567,0.2167963222
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 18R (San Bernardino)",0.0543854031,0.0396211158,0.0742261886
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 1R",0.153845228,0.1177009489,0.1985906129
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 1R",0.1056782574,0.0778696628,0.1418896911
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 1R",0.1584643709,0.11996379,0.2064228479
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 1R",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 1R",0.1301854062,0.0925497118,0.1800884981
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 20R",0.0850749966,0.064727043,0.1110600631
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 20R",0.091271248,0.0669420921,0.1232742872
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 20R",0.0842299416,0.0627582537,0.1121686218
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 20R",0.1894135066,0.1423576842,0.2475342016
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 20R",0.0622731529,0.04330232,0.0887838499
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 14 (Orange)",0.0717564961,0.0584587677,0.0877970218
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 14 (Orange)",0.0837057447,0.0642105763,0.1084340414
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 14 (Orange)",0.0704025046,0.0564984909,0.0874112245
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 14 (Orange)",0.2109459083,0.173332863,0.2542110245
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 14 (Orange)",0.0450533912,0.0330335678,0.0611701566
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 21R",0.1225359865,0.0943393948,0.1576927126
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 21R",0.1083873425,0.0800353069,0.1451977506
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 21R",0.1239679239,0.0942096299,0.1614506094
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 21R",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 21R",0.0887444,0.0618911871,0.1256876256
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 2R",0.1081810286,0.0839560391,0.1383403665
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 2R",0.1046693553,0.0773450717,0.1401800961
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 2R",0.1085768544,0.0830344502,0.1407702018
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 2R",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 2R",0.081369064,0.0581351293,0.1127767045
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 3R (Sacramento)",0.1045860876,0.081205549,0.1337185957
Marijuana Use in the Past Month,12 to 17,2010-12,"California Region 3R (Sacramento)",0.0948029094,0.0692065326,0.1285586831
Marijuana Use in the Past Month,18 or Older,2010-12,"California Region 3R (Sacramento)",0.105721986,0.0810602897,0.1367700176
Marijuana Use in the Past Month,18 to 25,2010-12,"California Region 3R (Sacramento)",0.2359662308,0.1837427696,0.2976206786
Marijuana Use in the Past Month,26 or Older,2010-12,"California Region 3R (Sacramento)",0.0819459892,0.0591402386,0.1124946209
Marijuana Use in the Past Month,12 or Older,2010-12,"California Region 4R",0.1029937851,0.0806965578,0.1305768559
