outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Alcohol Use in the Past Month,26 or Older,2012-14,"Arizona",0.5580063898,0.5239481958,0.5915275625
Alcohol Use in the Past Month,12 or Older,2012-14,"Arizona Central",0.5573650695,0.5233953621,0.5908064914
Alcohol Use in the Past Month,12 to 17,2012-14,"Arizona Central",0.1397772978,0.1150370109,0.1688232921
Alcohol Use in the Past Month,18 or Older,2012-14,"Arizona Central",0.6056776478,0.5679059494,0.6422276204
Alcohol Use in the Past Month,18 to 25,2012-14,"Arizona Central",0.6090903612,0.5661443521,0.6504102949
Alcohol Use in the Past Month,26 or Older,2012-14,"Arizona Central",0.6050781952,0.5624855255,0.6461329978
Alcohol Use in the Past Month,12 or Older,2012-14,"Arizona South A",0.4894835343,0.4351221244,0.5440948205
Alcohol Use in the Past Month,12 to 17,2012-14,"Arizona South A",0.1185397029,0.0924953516,0.1506996995
Alcohol Use in the Past Month,18 or Older,2012-14,"Arizona South A",0.5253359319,0.4660359098,0.5839298786
Alcohol Use in the Past Month,18 to 25,2012-14,"Arizona South A",0.5745370326,0.5116044324,0.6351435905
Alcohol Use in the Past Month,26 or Older,2012-14,"Arizona South A",0.5165226899,0.4512267429,0.5812592899
Alcohol Use in the Past Month,12 or Older,2012-14,"Arizona Rural North",0.4345714594,0.3716202,0.4997063349
Alcohol Use in the Past Month,12 to 17,2012-14,"Arizona Rural North",0.1160606887,0.0888046836,0.150302245
Alcohol Use in the Past Month,18 or Older,2012-14,"Arizona Rural North",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2012-14,"Arizona Rural North",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2012-14,"Arizona Rural North",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2012-14,"Arizona Rural South",0.4530010842,0.3950392939,0.512265955
Alcohol Use in the Past Month,12 to 17,2012-14,"Arizona Rural South",0.1174292217,0.0914356157,0.1495956792
Alcohol Use in the Past Month,18 or Older,2012-14,"Arizona Rural South",0.4910370758,0.4268521606,0.5555188493
Alcohol Use in the Past Month,18 to 25,2012-14,"Arizona Rural South",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2012-14,"Arizona Rural South",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2012-14,"Arkansas",0.4142717214,0.3897905484,0.4391838329
Alcohol Use in the Past Month,12 to 17,2012-14,"Arkansas",0.1072205097,0.0909929567,0.1259411033
Alcohol Use in the Past Month,18 or Older,2012-14,"Arkansas",0.4473001006,0.4204094431,0.4745026197
Alcohol Use in the Past Month,18 to 25,2012-14,"Arkansas",0.5498576151,0.5167584545,0.5825212213
Alcohol Use in the Past Month,26 or Older,2012-14,"Arkansas",0.429913944,0.3998675546,0.4604856876
Alcohol Use in the Past Month,12 or Older,2012-14,"Arkansas Catchment Area 8",0.4527666771,0.3997834222,0.506842307
Alcohol Use in the Past Month,12 to 17,2012-14,"Arkansas Catchment Area 8",0.1079387048,0.0847543598,0.136519087
Alcohol Use in the Past Month,18 or Older,2012-14,"Arkansas Catchment Area 8",0.4896026855,0.4311512695,0.548339799
Alcohol Use in the Past Month,18 to 25,2012-14,"Arkansas Catchment Area 8",0.577685617,0.513823948,0.6390514829
Alcohol Use in the Past Month,26 or Older,2012-14,"Arkansas Catchment Area 8",0.4762301038,0.4128606697,0.5403742435
Alcohol Use in the Past Month,12 or Older,2012-14,"Arkansas Catchment Area 1",0.4462499282,0.3961206775,0.4974967502
Alcohol Use in the Past Month,12 to 17,2012-14,"Arkansas Catchment Area 1",0.1026358724,0.079517888,0.1315146045
Alcohol Use in the Past Month,18 or Older,2012-14,"Arkansas Catchment Area 1",0.4878406647,0.4320773095,0.5439083312
Alcohol Use in the Past Month,18 to 25,2012-14,"Arkansas Catchment Area 1",0.5742834505,0.5153121574,0.6312145769
Alcohol Use in the Past Month,26 or Older,2012-14,"Arkansas Catchment Area 1",0.4709298524,0.4091735529,0.533589124
Alcohol Use in the Past Month,12 or Older,2012-14,"Arkansas Catchment Area 2",0.3960142563,0.3449952316,0.4494015804
Alcohol Use in the Past Month,12 to 17,2012-14,"Arkansas Catchment Area 2",0.1184873013,0.0913430876,0.1523454876
Alcohol Use in the Past Month,18 or Older,2012-14,"Arkansas Catchment Area 2",0.4217814437,0.3664828042,0.4791137225
Alcohol Use in the Past Month,18 to 25,2012-14,"Arkansas Catchment Area 2",0.5298814232,0.4617144845,0.5969515104
Alcohol Use in the Past Month,26 or Older,2012-14,"Arkansas Catchment Area 2",0.4067557451,0.3477505533,0.4685801983
Alcohol Use in the Past Month,12 or Older,2012-14,"Arkansas Catchment Area 3",0.3494208322,0.3007481424,0.4014483016
Alcohol Use in the Past Month,12 to 17,2012-14,"Arkansas Catchment Area 3",0.1000897438,0.0776819199,0.1280637611
Alcohol Use in the Past Month,18 or Older,2012-14,"Arkansas Catchment Area 3",0.3772456435,0.3236750644,0.4339930859
Alcohol Use in the Past Month,18 to 25,2012-14,"Arkansas Catchment Area 3",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2012-14,"Arkansas Catchment Area 3",0.3594960372,0.3023682634,0.4209051834
Alcohol Use in the Past Month,12 or Older,2012-14,"Arkansas Catchment Area 4",0.3739292546,0.3212389662,0.4297895892
Alcohol Use in the Past Month,12 to 17,2012-14,"Arkansas Catchment Area 4",0.1060488391,0.0826498188,0.1350967837
Alcohol Use in the Past Month,18 or Older,2012-14,"Arkansas Catchment Area 4",0.4050105317,0.3467607305,0.4660640555
Alcohol Use in the Past Month,18 to 25,2012-14,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2012-14,"Arkansas Catchment Area 4",0.3883195678,0.3259893682,0.4545305732
Alcohol Use in the Past Month,12 or Older,2012-14,"Arkansas Catchment Area 5",0.4610716802,0.409396852,0.5135969482
Alcohol Use in the Past Month,12 to 17,2012-14,"Arkansas Catchment Area 5",0.1143099148,0.0885504658,0.146359531
Alcohol Use in the Past Month,18 or Older,2012-14,"Arkansas Catchment Area 5",0.4958741374,0.4393218744,0.5525321662
Alcohol Use in the Past Month,18 to 25,2012-14,"Arkansas Catchment Area 5",0.6001016486,0.5388659145,0.6583611396
Alcohol Use in the Past Month,26 or Older,2012-14,"Arkansas Catchment Area 5",0.4752217314,0.4128911818,0.5383339871
Alcohol Use in the Past Month,12 or Older,2012-14,"Arkansas Catchment Area 6",0.396003908,0.3388148592,0.4561858592
Alcohol Use in the Past Month,12 to 17,2012-14,"Arkansas Catchment Area 6",0.1090688264,0.0837525965,0.1408610318
Alcohol Use in the Past Month,18 or Older,2012-14,"Arkansas Catchment Area 6",0.4252970756,0.3628134327,0.4902620063
Alcohol Use in the Past Month,18 to 25,2012-14,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2012-14,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2012-14,"Arkansas Catchment Area 7",0.3637711172,0.3056201797,0.4261953988
Alcohol Use in the Past Month,12 to 17,2012-14,"Arkansas Catchment Area 7",0.100334357,0.0775456708,0.1288843549
Alcohol Use in the Past Month,18 or Older,2012-14,"Arkansas Catchment Area 7",0.3921158196,0.3280588607,0.4601157857
Alcohol Use in the Past Month,18 to 25,2012-14,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2012-14,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2012-14,"California",0.5015825015,0.4886112009,0.5145516723
Alcohol Use in the Past Month,12 to 17,2012-14,"California",0.1187695039,0.1081812214,0.1302427712
Alcohol Use in the Past Month,18 or Older,2012-14,"California",0.5429757918,0.5286175738,0.557262957
Alcohol Use in the Past Month,18 to 25,2012-14,"California",0.5777997001,0.5600054488,0.5953942551
Alcohol Use in the Past Month,26 or Older,2012-14,"California",0.5365575064,0.5199473712,0.5530869135
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 10",0.5640488759,0.5131372567,0.6136451111
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 10",0.1265966493,0.1001493642,0.1587956052
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 10",0.6115036031,0.5555404596,0.6646735518
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 10",0.6417689734,0.5824119984,0.6970771133
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 10",0.6052543644,0.54326115,0.6640368266
Alcohol Use in the Past Month,12 or Older,2012-14,"California LA SPA 1 and 5",0.5860117176,0.5300080774,0.639876346
Alcohol Use in the Past Month,12 to 17,2012-14,"California LA SPA 1 and 5",0.1291150552,0.1017115407,0.1625655806
Alcohol Use in the Past Month,18 or Older,2012-14,"California LA SPA 1 and 5",0.626925065,0.5660285942,0.6840462077
Alcohol Use in the Past Month,18 to 25,2012-14,"California LA SPA 1 and 5",0.6651943018,0.6030206301,0.72211771
Alcohol Use in the Past Month,26 or Older,2012-14,"California LA SPA 1 and 5",0.6197371353,0.5532043667,0.682056564
Alcohol Use in the Past Month,12 or Older,2012-14,"California LA SPA 2",0.5029749414,0.4604667629,0.5454401573
Alcohol Use in the Past Month,12 to 17,2012-14,"California LA SPA 2",0.1201218682,0.0983679732,0.1459080759
Alcohol Use in the Past Month,18 or Older,2012-14,"California LA SPA 2",0.541778959,0.4951359959,0.5877009846
Alcohol Use in the Past Month,18 to 25,2012-14,"California LA SPA 2",0.5807991709,0.5269216956,0.6328165125
Alcohol Use in the Past Month,26 or Older,2012-14,"California LA SPA 2",0.5351706345,0.4838408989,0.5857660181
Alcohol Use in the Past Month,12 or Older,2012-14,"California LA SPA 3",0.413016348,0.3645555057,0.4632231237
Alcohol Use in the Past Month,12 to 17,2012-14,"California LA SPA 3",0.1006899998,0.0805269455,0.1252141388
Alcohol Use in the Past Month,18 or Older,2012-14,"California LA SPA 3",0.4460164251,0.3927600527,0.5005416553
Alcohol Use in the Past Month,18 to 25,2012-14,"California LA SPA 3",0.5191202397,0.4616649478,0.5760742598
Alcohol Use in the Past Month,26 or Older,2012-14,"California LA SPA 3",0.4328357493,0.3744162101,0.4931844208
Alcohol Use in the Past Month,12 or Older,2012-14,"California LA SPA 4",0.5061574051,0.4527071986,0.55946723
Alcohol Use in the Past Month,12 to 17,2012-14,"California LA SPA 4",0.1174487524,0.093015477,0.1472581053
Alcohol Use in the Past Month,18 or Older,2012-14,"California LA SPA 4",0.5361667697,0.4789090433,0.5924865603
Alcohol Use in the Past Month,18 to 25,2012-14,"California LA SPA 4",0.605544009,0.5414835541,0.6661721755
Alcohol Use in the Past Month,26 or Older,2012-14,"California LA SPA 4",0.5244277838,0.4632643913,0.5848670363
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 11 (Los Angeles)",0.4763566166,0.4554841738,0.4973119758
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 11 (Los Angeles)",0.1144867579,0.10223119,0.1280020576
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 11 (Los Angeles)",0.5144536948,0.4915397291,0.5373070591
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 11 (Los Angeles)",0.5550222899,0.528223918,0.5815044474
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 11 (Los Angeles)",0.5068593438,0.481284223,0.5323986154
Alcohol Use in the Past Month,12 or Older,2012-14,"California LA SPA 6",0.3963308237,0.3432026054,0.4520231939
Alcohol Use in the Past Month,12 to 17,2012-14,"California LA SPA 6",0.1133692517,0.089641359,0.1423954596
Alcohol Use in the Past Month,18 or Older,2012-14,"California LA SPA 6",0.4358316747,0.3761756137,0.4974049472
Alcohol Use in the Past Month,18 to 25,2012-14,"California LA SPA 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2012-14,"California LA SPA 6",0.4258605233,0.360495323,0.4939237996
Alcohol Use in the Past Month,12 or Older,2012-14,"California LA SPA 7",0.4444595529,0.3971659969,0.4927812086
Alcohol Use in the Past Month,12 to 17,2012-14,"California LA SPA 7",0.1148250659,0.0934722459,0.1403007985
Alcohol Use in the Past Month,18 or Older,2012-14,"California LA SPA 7",0.4862074119,0.4333715493,0.5393533483
Alcohol Use in the Past Month,18 to 25,2012-14,"California LA SPA 7",0.5115348307,0.4537497562,0.5690132481
Alcohol Use in the Past Month,26 or Older,2012-14,"California LA SPA 7",0.4809183123,0.4220839976,0.540286607
Alcohol Use in the Past Month,12 or Older,2012-14,"California LA SPA 8",0.4889972723,0.4429770751,0.5352047365
Alcohol Use in the Past Month,12 to 17,2012-14,"California LA SPA 8",0.1128437375,0.0911731187,0.1388780725
Alcohol Use in the Past Month,18 or Older,2012-14,"California LA SPA 8",0.5286465284,0.4779935076,0.5787164104
Alcohol Use in the Past Month,18 to 25,2012-14,"California LA SPA 8",0.550998624,0.4969211226,0.603896763
Alcohol Use in the Past Month,26 or Older,2012-14,"California LA SPA 8",0.5247551435,0.4690482944,0.5798526496
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 12R",0.4761733448,0.4178766843,0.5351265916
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 12R",0.1194110035,0.0936531228,0.151072368
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 12R",0.5203135154,0.4554718668,0.5844779269
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 12R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 12R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 15R (Fresno)",0.4581489619,0.4063283554,0.5108910992
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 15R (Fresno)",0.12163306,0.0968605947,0.1516771407
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 15R (Fresno)",0.5032349065,0.4450680377,0.5613143439
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 15R (Fresno)",0.5557730993,0.4964785966,0.6135205683
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 15R (Fresno)",0.4914558925,0.4265638499,0.5566371347
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 16R (San Diego)",0.5546901089,0.5179045719,0.5908860387
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 16R (San Diego)",0.1262912931,0.1041960378,0.1522754904
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 16R (San Diego)",0.5968982023,0.5566382689,0.6358936394
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 16R (San Diego)",0.6262625428,0.5769843938,0.6730530187
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 16R (San Diego)",0.5911275039,0.54658956,0.6342182608
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 17R",0.4460147784,0.4023240577,0.4905558682
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 17R",0.1234897206,0.1005616794,0.1507690714
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 17R",0.4901649995,0.4408140218,0.5397084256
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 17R",0.5505665656,0.4891592642,0.6104704035
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 17R",0.4769232506,0.4225253771,0.5318741525
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 18R (San Bernardino)",0.4078551426,0.3661020224,0.4509823277
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 18R (San Bernardino)",0.1105955237,0.0901486684,0.1349919162
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 18R (San Bernardino)",0.448238802,0.4010807758,0.4963464339
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 18R (San Bernardino)",0.5003038148,0.4447974508,0.5558026915
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 18R (San Bernardino)",0.4369485132,0.3842005813,0.4911621999
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 1R",0.5703656289,0.5152522617,0.6237880917
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 1R",0.1390727663,0.1118434479,0.1716501112
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 1R",0.6102898266,0.550237143,0.6671743017
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 1R",0.6436994201,0.581078972,0.7017635947
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 1R",0.6044707623,0.5389487804,0.6664440976
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 20R",0.4492166133,0.3973743295,0.5021861604
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 20R",0.1175371204,0.0939373075,0.146109807
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 20R",0.49324934,0.4348995522,0.5517836145
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 20R",0.5180745347,0.4540415393,0.5815193304
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 20R",0.4880795944,0.4240318934,0.5525211149
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 14 (Orange)",0.5315867392,0.4935305178,0.5692790375
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 14 (Orange)",0.1190196198,0.0981513446,0.1436182006
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 14 (Orange)",0.5760564666,0.5341158056,0.6169293912
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 14 (Orange)",0.6128155157,0.565152933,0.6584115037
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 14 (Orange)",0.5695836607,0.5232902894,0.6146916368
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 21R",0.521079624,0.4629487864,0.5786451414
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 21R",0.1225693208,0.0971769071,0.1534689158
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 21R",0.5600460293,0.496548282,0.6216376009
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 21R",0.6074098514,0.5413137567,0.6697915689
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 21R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 2R",0.5826930428,0.5286689941,0.634802368
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 2R",0.1388484444,0.1119348254,0.1709872343
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 2R",0.6300713406,0.5705231068,0.6859085285
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 2R",0.6582419402,0.5945798909,0.7166709233
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 2R",0.6249684269,0.5601100451,0.68563122
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 3R (Sacramento)",0.4711066152,0.4254619605,0.517239633
Alcohol Use in the Past Month,12 to 17,2012-14,"California Region 3R (Sacramento)",0.1120475185,0.0892038059,0.1398429596
Alcohol Use in the Past Month,18 or Older,2012-14,"California Region 3R (Sacramento)",0.510553353,0.4602846812,0.5606094907
Alcohol Use in the Past Month,18 to 25,2012-14,"California Region 3R (Sacramento)",0.5532642228,0.4884920819,0.6162772225
Alcohol Use in the Past Month,26 or Older,2012-14,"California Region 3R (Sacramento)",0.5028899877,0.4489441433,0.5567686312
Alcohol Use in the Past Month,12 or Older,2012-14,"California Region 4R",0.5591829169,0.5150903417,0.6023612825
