outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Cocaine Use in the Past Year,12 to 17,2014-16,"United States",0.0061014465,0.00525852,0.0070785304
Cocaine Use in the Past Year,18 or Older,2014-16,"United States",0.0192365555,0.0183934198,0.0201175477
Cocaine Use in the Past Year,18 to 25,2014-16,"United States",0.0517030639,0.0488539456,0.054708783
Cocaine Use in the Past Year,26 or Older,2014-16,"United States",0.0137967746,0.0129357618,0.0147142427
Cocaine Use in the Past Year,12 or Older,2014-16,"Alabama",0.0118626109,0.0084906489,0.0165513539
Cocaine Use in the Past Year,12 to 17,2014-16,"Alabama",0.0032812767,0.0018991403,0.0056635824
Cocaine Use in the Past Year,18 or Older,2014-16,"Alabama",0.0127457572,0.0090873043,0.0178505323
Cocaine Use in the Past Year,18 to 25,2014-16,"Alabama",0.0311832594,0.0222865331,0.0434736175
Cocaine Use in the Past Year,26 or Older,2014-16,"Alabama",0.0096744956,0.0063902059,0.0146219279
Cocaine Use in the Past Year,12 or Older,2014-16,"Alabama Region 1",0.0086954446,0.0053175251,0.0141885545
Cocaine Use in the Past Year,12 to 17,2014-16,"Alabama Region 1",0.0043888738,0.0023396054,0.0082183173
Cocaine Use in the Past Year,18 or Older,2014-16,"Alabama Region 1",0.0091444033,0.0054918868,0.0151890164
Cocaine Use in the Past Year,18 to 25,2014-16,"Alabama Region 1",0.0271245985,0.0161952299,0.0450916066
Cocaine Use in the Past Year,26 or Older,2014-16,"Alabama Region 1",0.0064551986,0.0034952416,0.0118918918
Cocaine Use in the Past Year,12 or Older,2014-16,"Alabama Region 2",0.016863973,0.0106640664,0.0265715896
Cocaine Use in the Past Year,12 to 17,2014-16,"Alabama Region 2",0.0030567546,0.0015669207,0.0059546799
Cocaine Use in the Past Year,18 or Older,2014-16,"Alabama Region 2",0.0182629049,0.0114815177,0.0289323877
Cocaine Use in the Past Year,18 to 25,2014-16,"Alabama Region 2",0.0459012167,0.0288084284,0.0723797798
Cocaine Use in the Past Year,26 or Older,2014-16,"Alabama Region 2",0.01354864,0.0077716959,0.0235179854
Cocaine Use in the Past Year,12 or Older,2014-16,"Alabama Region 3",0.0108677097,0.0062274773,0.0188997267
Cocaine Use in the Past Year,12 to 17,2014-16,"Alabama Region 3",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Alabama Region 3",0.0117251806,0.0066520127,0.0205872214
Cocaine Use in the Past Year,18 to 25,2014-16,"Alabama Region 3",0.0220691739,0.012210089,0.0395701143
Cocaine Use in the Past Year,26 or Older,2014-16,"Alabama Region 3",0.0096182762,0.0050776452,0.0181452655
Cocaine Use in the Past Year,12 or Older,2014-16,"Alabama Region 4",0.0094541414,0.0053482611,0.0166593273
Cocaine Use in the Past Year,12 to 17,2014-16,"Alabama Region 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Alabama Region 4",0.0101420343,0.0056603344,0.018107603
Cocaine Use in the Past Year,18 to 25,2014-16,"Alabama Region 4",0.0222382579,0.0123577696,0.0397010027
Cocaine Use in the Past Year,26 or Older,2014-16,"Alabama Region 4",0.008288287,0.0043004927,0.0159148098
Cocaine Use in the Past Year,12 or Older,2014-16,"Alaska",0.0213404327,0.0166135738,0.0273747301
Cocaine Use in the Past Year,12 to 17,2014-16,"Alaska",0.0075602536,0.0047100707,0.0121141618
Cocaine Use in the Past Year,18 or Older,2014-16,"Alaska",0.022898406,0.0177581032,0.0294819731
Cocaine Use in the Past Year,18 to 25,2014-16,"Alaska",0.0579324117,0.0442669897,0.075483231
Cocaine Use in the Past Year,26 or Older,2014-16,"Alaska",0.016395506,0.011863306,0.0226195305
Cocaine Use in the Past Year,12 or Older,2014-16,"Alaska Southeast",0.0181181757,0.0108816135,0.0300211775
Cocaine Use in the Past Year,12 to 17,2014-16,"Alaska Southeast",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Alaska Southeast",0.0190816076,0.0112642714,0.0321477336
Cocaine Use in the Past Year,18 to 25,2014-16,"Alaska Southeast",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2014-16,"Alaska Southeast",0.0137904799,0.0076251457,0.0248161541
Cocaine Use in the Past Year,12 or Older,2014-16,"Alaska Anchorage",0.0237114189,0.0172525454,0.0325083293
Cocaine Use in the Past Year,12 to 17,2014-16,"Alaska Anchorage",0.0062707664,0.0036194695,0.0108430296
Cocaine Use in the Past Year,18 or Older,2014-16,"Alaska Anchorage",0.0256345599,0.0185431993,0.0353401758
Cocaine Use in the Past Year,18 to 25,2014-16,"Alaska Anchorage",0.0676008582,0.0475491092,0.0952628002
Cocaine Use in the Past Year,26 or Older,2014-16,"Alaska Anchorage",0.0176880154,0.0116727751,0.0267192406
Cocaine Use in the Past Year,12 or Older,2014-16,"Alaska Northern",0.0174778391,0.0112033519,0.0271698228
Cocaine Use in the Past Year,12 to 17,2014-16,"Alaska Northern",0.0073902813,0.004064671,0.0134002115
Cocaine Use in the Past Year,18 or Older,2014-16,"Alaska Northern",0.0186886912,0.0117777443,0.0295336522
Cocaine Use in the Past Year,18 to 25,2014-16,"Alaska Northern",0.0371603942,0.0222744623,0.0613701021
Cocaine Use in the Past Year,26 or Older,2014-16,"Alaska Northern",0.0145786726,0.0085313935,0.0248051826
Cocaine Use in the Past Year,12 or Older,2014-16,"Alaska South Central",0.0221801023,0.0145605036,0.033650921
Cocaine Use in the Past Year,12 to 17,2014-16,"Alaska South Central",0.0092658567,0.0051855049,0.0165036761
Cocaine Use in the Past Year,18 or Older,2014-16,"Alaska South Central",0.0236843804,0.0153339665,0.0364140098
Cocaine Use in the Past Year,18 to 25,2014-16,"Alaska South Central",0.0644159451,0.0403118632,0.1014098315
Cocaine Use in the Past Year,26 or Older,2014-16,"Alaska South Central",0.0169313847,0.0102161082,0.0279361768
Cocaine Use in the Past Year,12 or Older,2014-16,"Arizona",0.0218748038,0.0170644241,0.0280025752
Cocaine Use in the Past Year,12 to 17,2014-16,"Arizona",0.0096763568,0.0060496628,0.0154434256
Cocaine Use in the Past Year,18 or Older,2014-16,"Arizona",0.0231847961,0.018012225,0.029797701
Cocaine Use in the Past Year,18 to 25,2014-16,"Arizona",0.0614091382,0.0473148363,0.0793521949
Cocaine Use in the Past Year,26 or Older,2014-16,"Arizona",0.0166602882,0.0120296732,0.023031825
Cocaine Use in the Past Year,12 or Older,2014-16,"Arizona Central",0.0211082915,0.015681946,0.0283581933
Cocaine Use in the Past Year,12 to 17,2014-16,"Arizona Central",0.0092680448,0.0055168464,0.0155300517
Cocaine Use in the Past Year,18 or Older,2014-16,"Arizona Central",0.0224360698,0.0165303198,0.0303865624
Cocaine Use in the Past Year,18 to 25,2014-16,"Arizona Central",0.0607030256,0.0441156625,0.0829857379
Cocaine Use in the Past Year,26 or Older,2014-16,"Arizona Central",0.015856988,0.0107024107,0.0234353428
Cocaine Use in the Past Year,12 or Older,2014-16,"Arizona South A",0.0286092076,0.0185092305,0.0439735432
Cocaine Use in the Past Year,12 to 17,2014-16,"Arizona South A",0.010124434,0.0054743159,0.0186504862
Cocaine Use in the Past Year,18 or Older,2014-16,"Arizona South A",0.0303432253,0.0194330488,0.0470845154
Cocaine Use in the Past Year,18 to 25,2014-16,"Arizona South A",0.078544471,0.0492268912,0.1230624667
Cocaine Use in the Past Year,26 or Older,2014-16,"Arizona South A",0.0220991687,0.0130185753,0.0372743685
Cocaine Use in the Past Year,12 or Older,2014-16,"Arizona North",0.0220575138,0.0135152318,0.0358029787
Cocaine Use in the Past Year,12 to 17,2014-16,"Arizona North",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Arizona North",0.0230838657,0.0138851118,0.0381409987
Cocaine Use in the Past Year,18 to 25,2014-16,"Arizona North",0.0635746214,0.0375535792,0.105646617
Cocaine Use in the Past Year,26 or Older,2014-16,"Arizona North",0.0166031384,0.009157984,0.0299182114
Cocaine Use in the Past Year,12 or Older,2014-16,"Arizona South",0.0234205723,0.0161791695,0.0337917284
Cocaine Use in the Past Year,12 to 17,2014-16,"Arizona South",0.0099118999,0.0058245481,0.016819009
Cocaine Use in the Past Year,18 or Older,2014-16,"Arizona South",0.0248003772,0.016968944,0.0361133606
Cocaine Use in the Past Year,18 to 25,2014-16,"Arizona South",0.0620129016,0.041693945,0.0912907102
Cocaine Use in the Past Year,26 or Older,2014-16,"Arizona South",0.0183730372,0.0117196999,0.0286938445
Cocaine Use in the Past Year,12 or Older,2014-16,"Arizona South B",0.0171609129,0.0101276191,0.028935815
Cocaine Use in the Past Year,12 to 17,2014-16,"Arizona South B",0.0096942383,0.005335663,0.0175504073
Cocaine Use in the Past Year,18 or Older,2014-16,"Arizona South B",0.0179998586,0.0103629472,0.0310879515
Cocaine Use in the Past Year,18 to 25,2014-16,"Arizona South B",0.0421127056,0.0233227774,0.0748800778
Cocaine Use in the Past Year,26 or Older,2014-16,"Arizona South B",0.0137863694,0.0074443775,0.0253929885
Cocaine Use in the Past Year,12 or Older,2014-16,"Arkansas",0.0113082233,0.0081327688,0.0157039096
Cocaine Use in the Past Year,12 to 17,2014-16,"Arkansas",0.0044619007,0.0026790939,0.0074222497
Cocaine Use in the Past Year,18 or Older,2014-16,"Arkansas",0.0120369764,0.0086239484,0.0167778902
Cocaine Use in the Past Year,18 to 25,2014-16,"Arkansas",0.0299659581,0.0211755532,0.0422479387
Cocaine Use in the Past Year,26 or Older,2014-16,"Arkansas",0.0090398904,0.006120169,0.013333823
Cocaine Use in the Past Year,12 or Older,2014-16,"Arkansas Catchment Area 8",0.014103312,0.0084802109,0.0233671355
Cocaine Use in the Past Year,12 to 17,2014-16,"Arkansas Catchment Area 8",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Arkansas Catchment Area 8",0.0152781802,0.0091067821,0.0255240259
Cocaine Use in the Past Year,18 to 25,2014-16,"Arkansas Catchment Area 8",0.0405218637,0.0232410132,0.0697345359
Cocaine Use in the Past Year,26 or Older,2014-16,"Arkansas Catchment Area 8",0.011492333,0.0064017914,0.0205470364
Cocaine Use in the Past Year,12 or Older,2014-16,"Arkansas Catchment Area 1",0.0104148662,0.0060632518,0.0178336105
Cocaine Use in the Past Year,12 to 17,2014-16,"Arkansas Catchment Area 1",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Arkansas Catchment Area 1",0.010999452,0.0062640419,0.0192453478
Cocaine Use in the Past Year,18 to 25,2014-16,"Arkansas Catchment Area 1",0.0299301062,0.0163512504,0.0541645482
Cocaine Use in the Past Year,26 or Older,2014-16,"Arkansas Catchment Area 1",0.0073978132,0.0038915397,0.0140187754
Cocaine Use in the Past Year,12 or Older,2014-16,"Arkansas Catchment Area 2",0.0088812155,0.0049687494,0.0158254174
Cocaine Use in the Past Year,12 to 17,2014-16,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Arkansas Catchment Area 2",0.0091235995,0.0049831152,0.0166468661
Cocaine Use in the Past Year,18 to 25,2014-16,"Arkansas Catchment Area 2",0.0281198131,0.0151461896,0.0516236261
Cocaine Use in the Past Year,26 or Older,2014-16,"Arkansas Catchment Area 2",0.0064318061,0.0032168754,0.0128184055
Cocaine Use in the Past Year,12 or Older,2014-16,"Arkansas Catchment Area 3",0.0105444696,0.006031782,0.0183709322
Cocaine Use in the Past Year,12 to 17,2014-16,"Arkansas Catchment Area 3",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Arkansas Catchment Area 3",0.0112772458,0.0063487591,0.0199548402
Cocaine Use in the Past Year,18 to 25,2014-16,"Arkansas Catchment Area 3",0.0228113097,0.0124555424,0.0414159646
Cocaine Use in the Past Year,26 or Older,2014-16,"Arkansas Catchment Area 3",0.0093025665,0.0049351608,0.0174670943
Cocaine Use in the Past Year,12 or Older,2014-16,"Arkansas Catchment Area 4",0.0092975801,0.0053012263,0.0162573646
Cocaine Use in the Past Year,12 to 17,2014-16,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Arkansas Catchment Area 4",0.0097201485,0.0054099964,0.0174041157
Cocaine Use in the Past Year,18 to 25,2014-16,"Arkansas Catchment Area 4",0.0259383345,0.0136859831,0.048618886
Cocaine Use in the Past Year,26 or Older,2014-16,"Arkansas Catchment Area 4",0.007145296,0.0037478681,0.0135804973
Cocaine Use in the Past Year,12 or Older,2014-16,"Arkansas Catchment Area 5",0.0122348294,0.0071756038,0.0207864262
Cocaine Use in the Past Year,12 to 17,2014-16,"Arkansas Catchment Area 5",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Arkansas Catchment Area 5",0.0129845923,0.0075049161,0.0223750276
Cocaine Use in the Past Year,18 to 25,2014-16,"Arkansas Catchment Area 5",0.0337097423,0.0190369118,0.0590114354
Cocaine Use in the Past Year,26 or Older,2014-16,"Arkansas Catchment Area 5",0.0090052136,0.0047880357,0.0168737954
Cocaine Use in the Past Year,12 or Older,2014-16,"Arkansas Catchment Area 6",0.0127304343,0.0069301568,0.0232715607
Cocaine Use in the Past Year,12 to 17,2014-16,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Arkansas Catchment Area 6",0.0137085372,0.0073775978,0.0253335921
Cocaine Use in the Past Year,18 to 25,2014-16,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2014-16,"Arkansas Catchment Area 6",0.0124611474,0.0063747474,0.0242170123
Cocaine Use in the Past Year,12 or Older,2014-16,"Arkansas Catchment Area 7",0.0104114965,0.0056046051,0.0192612494
Cocaine Use in the Past Year,12 to 17,2014-16,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"Arkansas Catchment Area 7",0.0111466818,0.0059015049,0.0209554297
Cocaine Use in the Past Year,18 to 25,2014-16,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2014-16,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,12 or Older,2014-16,"California",0.0243721931,0.0216405196,0.0274390138
Cocaine Use in the Past Year,12 to 17,2014-16,"California",0.0091486772,0.0066345332,0.0126034634
Cocaine Use in the Past Year,18 or Older,2014-16,"California",0.0259487162,0.0229893699,0.0292775937
Cocaine Use in the Past Year,18 to 25,2014-16,"California",0.0712344996,0.0625733311,0.080990938
Cocaine Use in the Past Year,26 or Older,2014-16,"California",0.0179438536,0.0150814424,0.0213377718
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 10",0.0347906952,0.0236443926,0.0509174967
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 10",0.0109298043,0.0064361533,0.0185024468
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 10",0.0372593802,0.0250260052,0.0551345854
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 10",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 10",0.0189047706,0.0112880841,0.0314971267
Cocaine Use in the Past Year,12 or Older,2014-16,"California LA SPA 1 and 5",0.0289819963,0.019248734,0.0434190638
Cocaine Use in the Past Year,12 to 17,2014-16,"California LA SPA 1 and 5",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"California LA SPA 1 and 5",0.0308555248,0.0203282488,0.0465753187
Cocaine Use in the Past Year,18 to 25,2014-16,"California LA SPA 1 and 5",0.0740647393,0.0468945247,0.1150764206
Cocaine Use in the Past Year,26 or Older,2014-16,"California LA SPA 1 and 5",0.0232003636,0.0143820437,0.0372214273
Cocaine Use in the Past Year,12 or Older,2014-16,"California LA SPA 2",0.0233603403,0.0162692958,0.0334369963
Cocaine Use in the Past Year,12 to 17,2014-16,"California LA SPA 2",0.0075334109,0.0045839143,0.0123571863
Cocaine Use in the Past Year,18 or Older,2014-16,"California LA SPA 2",0.0248834256,0.0171539456,0.0359683105
Cocaine Use in the Past Year,18 to 25,2014-16,"California LA SPA 2",0.0720122339,0.0477502776,0.1072137557
Cocaine Use in the Past Year,26 or Older,2014-16,"California LA SPA 2",0.0172749371,0.0110828803,0.0268326561
Cocaine Use in the Past Year,12 or Older,2014-16,"California LA SPA 3",0.0186268707,0.012393928,0.0279058081
Cocaine Use in the Past Year,12 to 17,2014-16,"California LA SPA 3",0.0075221005,0.0045224048,0.0124865272
Cocaine Use in the Past Year,18 or Older,2014-16,"California LA SPA 3",0.0197224015,0.0129668068,0.0298910163
Cocaine Use in the Past Year,18 to 25,2014-16,"California LA SPA 3",0.0591595182,0.0375246773,0.092074644
Cocaine Use in the Past Year,26 or Older,2014-16,"California LA SPA 3",0.0129099614,0.0079145171,0.0209916899
Cocaine Use in the Past Year,12 or Older,2014-16,"California LA SPA 4",0.0446664821,0.0306331745,0.0646994801
Cocaine Use in the Past Year,12 to 17,2014-16,"California LA SPA 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"California LA SPA 4",0.0473283231,0.0322977775,0.0688559833
Cocaine Use in the Past Year,18 to 25,2014-16,"California LA SPA 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2014-16,"California LA SPA 4",0.0394951219,0.0258641534,0.0598684029
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 11 (Los Angeles)",0.0251925161,0.0211578735,0.0299729749
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 11 (Los Angeles)",0.0081946138,0.0057279775,0.0117109455
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 11 (Los Angeles)",0.0268893073,0.0224813242,0.0321331663
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 11 (Los Angeles)",0.0658297138,0.0543003387,0.0796010245
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 11 (Los Angeles)",0.0199764098,0.0159277798,0.0250279744
Cocaine Use in the Past Year,12 or Older,2014-16,"California LA SPA 6",0.0238198988,0.0152322744,0.0370668032
Cocaine Use in the Past Year,12 to 17,2014-16,"California LA SPA 6",0.0103603186,0.0061573403,0.0173820577
Cocaine Use in the Past Year,18 or Older,2014-16,"California LA SPA 6",0.025598769,0.0159484031,0.0408461796
Cocaine Use in the Past Year,18 to 25,2014-16,"California LA SPA 6",0.0458762944,0.0274879632,0.0756093105
Cocaine Use in the Past Year,26 or Older,2014-16,"California LA SPA 6",0.0205763,0.0120973579,0.0347887902
Cocaine Use in the Past Year,12 or Older,2014-16,"California LA SPA 7",0.018891639,0.0122719901,0.0289772455
Cocaine Use in the Past Year,12 to 17,2014-16,"California LA SPA 7",0.0092445844,0.0055081783,0.0154760941
Cocaine Use in the Past Year,18 or Older,2014-16,"California LA SPA 7",0.0200357374,0.0127283101,0.0314049682
Cocaine Use in the Past Year,18 to 25,2014-16,"California LA SPA 7",0.0549280846,0.0337287149,0.0882350928
Cocaine Use in the Past Year,26 or Older,2014-16,"California LA SPA 7",0.0130494536,0.0076339375,0.0222207142
Cocaine Use in the Past Year,12 or Older,2014-16,"California LA SPA 8",0.0239892841,0.0164444822,0.0348729407
Cocaine Use in the Past Year,12 to 17,2014-16,"California LA SPA 8",0.007209966,0.0042997568,0.0120660261
Cocaine Use in the Past Year,18 or Older,2014-16,"California LA SPA 8",0.0256746335,0.017431771,0.0376658348
Cocaine Use in the Past Year,18 to 25,2014-16,"California LA SPA 8",0.062791766,0.0404333424,0.096273293
Cocaine Use in the Past Year,26 or Older,2014-16,"California LA SPA 8",0.0194939779,0.012605338,0.0300326598
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 12R",0.020637892,0.0126894427,0.0333967021
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 12R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 12R",0.0220147919,0.0132607094,0.0363350952
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 12R",0.0506883414,0.0298704718,0.0847475359
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 12R",0.0167584196,0.009501332,0.0293939563
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 15R (Fresno)",0.0205678769,0.013243833,0.0318116536
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 15R (Fresno)",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 15R (Fresno)",0.0219632851,0.0138246643,0.0347244312
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 15R (Fresno)",0.0444784964,0.0266445021,0.073349805
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 15R (Fresno)",0.0171365993,0.01016022,0.0287640153
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 16R (San Diego)",0.0296491562,0.0221230777,0.0396317759
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 16R (San Diego)",0.009450857,0.0059030391,0.0150985826
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 16R (San Diego)",0.0315741111,0.0233650499,0.0425417055
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 16R (San Diego)",0.096049452,0.0682312942,0.1335831923
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 16R (San Diego)",0.019685449,0.0134904557,0.0286426664
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 17R",0.0190582851,0.0130428058,0.0277701029
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 17R",0.0110391462,0.0067437036,0.0180209567
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 17R",0.0201053822,0.0134313699,0.0299948673
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 17R",0.0404822029,0.0255966026,0.0634606752
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 17R",0.0157800692,0.009966581,0.0248992708
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 18R (San Bernardino)",0.0184592309,0.0123260846,0.0275589238
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 18R (San Bernardino)",0.0094294977,0.0057960456,0.0153056395
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 18R (San Bernardino)",0.0196224831,0.0128177549,0.0299301988
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 18R (San Bernardino)",0.0404017696,0.02516654,0.0642521483
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 18R (San Bernardino)",0.015277491,0.0094207466,0.0246845577
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 1R",0.0248718857,0.0161469669,0.0381285576
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 1R",0.0136927105,0.0081232577,0.0229921663
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 1R",0.0258716667,0.0164872754,0.0403782631
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 1R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 1R",0.0175138318,0.0104234692,0.0292845466
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 20R",0.021214853,0.0134744478,0.0332518658
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 20R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 20R",0.0224887254,0.0139230394,0.0361310742
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 20R",0.0480319767,0.0280691441,0.0810090663
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 20R",0.0173087992,0.0102506501,0.0290840705
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 14 (Orange)",0.0234861665,0.0166712441,0.0329934414
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 14 (Orange)",0.0094844351,0.0056834515,0.0157870833
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 14 (Orange)",0.0249158051,0.0174802207,0.0354003147
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 14 (Orange)",0.0820903493,0.0553604371,0.1200857093
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 14 (Orange)",0.0152473611,0.0098981933,0.0234189427
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 21R",0.0273330354,0.0178796543,0.0415730605
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 21R",0.0124581234,0.0074059354,0.0208843028
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 21R",0.0287399504,0.0185067698,0.0443756638
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 21R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 21R",0.0156762262,0.0093042514,0.0262961897
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 2R",0.0247924524,0.0165768562,0.0369268612
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 2R",0.0107607532,0.0065571561,0.0176113784
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 2R",0.026223847,0.0172734337,0.0396250111
Cocaine Use in the Past Year,18 to 25,2014-16,"California Region 2R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2014-16,"California Region 2R",0.0148030581,0.0090589753,0.0241007468
Cocaine Use in the Past Year,12 or Older,2014-16,"California Region 3R (Sacramento)",0.0219897011,0.0146757279,0.0328273141
Cocaine Use in the Past Year,12 to 17,2014-16,"California Region 3R (Sacramento)",0.0070225098,0.004260708,0.0115537466
Cocaine Use in the Past Year,18 or Older,2014-16,"California Region 3R (Sacramento)",0.0235750715,0.0155547026,0.0355814586
