outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Cocaine Use in the Past Year,12 or Older,2012-14,"Alabama",0.012190288,0.0085439676,0.0173654973
Cocaine Use in the Past Year,12 to 17,2012-14,"Alabama",0.0047330081,0.0027134138,0.008243362
Cocaine Use in the Past Year,18 or Older,2012-14,"Alabama",0.0129701662,0.0090232084,0.018611189
Cocaine Use in the Past Year,18 to 25,2012-14,"Alabama",0.0305261909,0.0220415096,0.0421362513
Cocaine Use in the Past Year,26 or Older,2012-14,"Alabama",0.0099588113,0.0061439403,0.0161040153
Cocaine Use in the Past Year,12 or Older,2012-14,"Alabama Region 1",0.0112198176,0.0068719125,0.018268069
Cocaine Use in the Past Year,12 to 17,2012-14,"Alabama Region 1",0.005511171,0.0028119108,0.0107735595
Cocaine Use in the Past Year,18 or Older,2012-14,"Alabama Region 1",0.0118116131,0.007133547,0.0194972369
Cocaine Use in the Past Year,18 to 25,2012-14,"Alabama Region 1",0.0335654804,0.0205353189,0.0544043543
Cocaine Use in the Past Year,26 or Older,2012-14,"Alabama Region 1",0.0085197258,0.0043324907,0.016685991
Cocaine Use in the Past Year,12 or Older,2012-14,"Alabama Region 2",0.0154693573,0.0097077269,0.0245657435
Cocaine Use in the Past Year,12 to 17,2012-14,"Alabama Region 2",0.0048163494,0.0024853491,0.0093131754
Cocaine Use in the Past Year,18 or Older,2012-14,"Alabama Region 2",0.0165688118,0.0103167936,0.0265080985
Cocaine Use in the Past Year,18 to 25,2012-14,"Alabama Region 2",0.0385398564,0.0246474559,0.0597826805
Cocaine Use in the Past Year,26 or Older,2012-14,"Alabama Region 2",0.012672368,0.0067560385,0.0236463409
Cocaine Use in the Past Year,12 or Older,2012-14,"Alabama Region 3",0.009592344,0.0055709066,0.0164686376
Cocaine Use in the Past Year,12 to 17,2012-14,"Alabama Region 3",0.0035499305,0.0017593299,0.007149905
Cocaine Use in the Past Year,18 or Older,2012-14,"Alabama Region 3",0.0102274451,0.0058732652,0.0177519801
Cocaine Use in the Past Year,18 to 25,2012-14,"Alabama Region 3",0.01966514,0.0110345685,0.0348084329
Cocaine Use in the Past Year,26 or Older,2012-14,"Alabama Region 3",0.0082063955,0.0041321306,0.0162323904
Cocaine Use in the Past Year,12 or Older,2012-14,"Alabama Region 4",0.0107661445,0.0063703622,0.0181398017
Cocaine Use in the Past Year,12 to 17,2012-14,"Alabama Region 4",0.004588297,0.0023517763,0.0089326873
Cocaine Use in the Past Year,18 or Older,2012-14,"Alabama Region 4",0.0114293375,0.0066721253,0.0195118065
Cocaine Use in the Past Year,18 to 25,2012-14,"Alabama Region 4",0.0252543773,0.0148122576,0.0427384813
Cocaine Use in the Past Year,26 or Older,2012-14,"Alabama Region 4",0.0092775748,0.0047788336,0.0179350606
Cocaine Use in the Past Year,12 or Older,2012-14,"Alaska",0.016507973,0.0122741813,0.0221693685
Cocaine Use in the Past Year,12 to 17,2012-14,"Alaska",0.0060050043,0.0035534212,0.0101307919
Cocaine Use in the Past Year,18 or Older,2012-14,"Alaska",0.0177178594,0.0130853327,0.0239506129
Cocaine Use in the Past Year,18 to 25,2012-14,"Alaska",0.046011461,0.0348720097,0.0604862693
Cocaine Use in the Past Year,26 or Older,2012-14,"Alaska",0.0123782356,0.008066361,0.0189509879
Cocaine Use in the Past Year,12 or Older,2012-14,"Alaska Southeast",0.0165936108,0.0100718435,0.027222254
Cocaine Use in the Past Year,12 to 17,2012-14,"Alaska Southeast",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"Alaska Southeast",0.0176679135,0.0106173292,0.0292620595
Cocaine Use in the Past Year,18 to 25,2012-14,"Alaska Southeast",0.0500104494,0.0299133544,0.0824619063
Cocaine Use in the Past Year,26 or Older,2012-14,"Alaska Southeast",0.0129453589,0.0067763495,0.0245914209
Cocaine Use in the Past Year,12 or Older,2012-14,"Alaska Anchorage",0.0176398053,0.0121768572,0.0254903723
Cocaine Use in the Past Year,12 to 17,2012-14,"Alaska Anchorage",0.0058048583,0.0031178434,0.0107825449
Cocaine Use in the Past Year,18 or Older,2012-14,"Alaska Anchorage",0.0189568859,0.0129935138,0.0275806682
Cocaine Use in the Past Year,18 to 25,2012-14,"Alaska Anchorage",0.05389904,0.0372527279,0.0773858276
Cocaine Use in the Past Year,26 or Older,2012-14,"Alaska Anchorage",0.0121316764,0.0069453074,0.0211086141
Cocaine Use in the Past Year,12 or Older,2012-14,"Alaska Northern",0.0141964383,0.0087655909,0.0229142622
Cocaine Use in the Past Year,12 to 17,2012-14,"Alaska Northern",0.0051874664,0.0026836654,0.010003827
Cocaine Use in the Past Year,18 or Older,2012-14,"Alaska Northern",0.0152942981,0.0093276691,0.0249813566
Cocaine Use in the Past Year,18 to 25,2012-14,"Alaska Northern",0.0307918356,0.0185211074,0.0507717017
Cocaine Use in the Past Year,26 or Older,2012-14,"Alaska Northern",0.0117105619,0.0061578952,0.022158518
Cocaine Use in the Past Year,12 or Older,2012-14,"Alaska South Central",0.01664612,0.010503068,0.0262866812
Cocaine Use in the Past Year,12 to 17,2012-14,"Alaska South Central",0.0069120384,0.003637234,0.0130965756
Cocaine Use in the Past Year,18 or Older,2012-14,"Alaska South Central",0.017817459,0.0111073524,0.0284645528
Cocaine Use in the Past Year,18 to 25,2012-14,"Alaska South Central",0.0472955445,0.0290455234,0.0761136064
Cocaine Use in the Past Year,26 or Older,2012-14,"Alaska South Central",0.0130563394,0.0071886086,0.0235997783
Cocaine Use in the Past Year,12 or Older,2012-14,"Arizona",0.0218956657,0.0164628987,0.0290682629
Cocaine Use in the Past Year,12 to 17,2012-14,"Arizona",0.0111272723,0.0066034543,0.0186919015
Cocaine Use in the Past Year,18 or Older,2012-14,"Arizona",0.0230851741,0.0172266082,0.0308735773
Cocaine Use in the Past Year,18 to 25,2012-14,"Arizona",0.0622600672,0.0475378646,0.0811531756
Cocaine Use in the Past Year,26 or Older,2012-14,"Arizona",0.0162784136,0.0106480744,0.024811223
Cocaine Use in the Past Year,12 or Older,2012-14,"Arizona Central",0.0218539024,0.0155293029,0.0306740566
Cocaine Use in the Past Year,12 to 17,2012-14,"Arizona Central",0.0112501256,0.0063165011,0.0199598478
Cocaine Use in the Past Year,18 or Older,2012-14,"Arizona Central",0.0230801091,0.0162311033,0.0327230442
Cocaine Use in the Past Year,18 to 25,2012-14,"Arizona Central",0.0593593139,0.0424379811,0.0824467778
Cocaine Use in the Past Year,26 or Older,2012-14,"Arizona Central",0.0167443661,0.0101564,0.0274869624
Cocaine Use in the Past Year,12 or Older,2012-14,"Arizona South A",0.025837487,0.0163119749,0.0406953786
Cocaine Use in the Past Year,12 to 17,2012-14,"Arizona South A",0.0118944609,0.0061802323,0.0227709963
Cocaine Use in the Past Year,18 or Older,2012-14,"Arizona South A",0.0271852903,0.0169857809,0.0432399333
Cocaine Use in the Past Year,18 to 25,2012-14,"Arizona South A",0.0751270758,0.0474585899,0.1169459439
Cocaine Use in the Past Year,26 or Older,2012-14,"Arizona South A",0.0186014285,0.0097053544,0.0353606121
Cocaine Use in the Past Year,12 or Older,2012-14,"Arizona Rural North",0.0212593023,0.0128329801,0.0350221795
Cocaine Use in the Past Year,12 to 17,2012-14,"Arizona Rural North",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"Arizona Rural North",0.0224055683,0.0133610543,0.0373408797
Cocaine Use in the Past Year,18 to 25,2012-14,"Arizona Rural North",0.0679255714,0.0408719962,0.110817204
Cocaine Use in the Past Year,26 or Older,2012-14,"Arizona Rural North",0.014748673,0.0073004533,0.029569519
Cocaine Use in the Past Year,12 or Older,2012-14,"Arizona Rural South",0.0181133299,0.0110214516,0.0296318304
Cocaine Use in the Past Year,12 to 17,2012-14,"Arizona Rural South",0.0108738929,0.0055291337,0.0212746575
Cocaine Use in the Past Year,18 or Older,2012-14,"Arizona Rural South",0.0189335427,0.0113048493,0.0315459464
Cocaine Use in the Past Year,18 to 25,2012-14,"Arizona Rural South",0.0548261107,0.0317753267,0.0929926015
Cocaine Use in the Past Year,26 or Older,2012-14,"Arizona Rural South",0.0128837581,0.0066450982,0.0248330765
Cocaine Use in the Past Year,12 or Older,2012-14,"Arkansas",0.0126405918,0.0090130696,0.017702016
Cocaine Use in the Past Year,12 to 17,2012-14,"Arkansas",0.0058071096,0.0035179061,0.0095716552
Cocaine Use in the Past Year,18 or Older,2012-14,"Arkansas",0.0133755953,0.0094565715,0.0188877848
Cocaine Use in the Past Year,18 to 25,2012-14,"Arkansas",0.0296823331,0.0218585633,0.0401913767
Cocaine Use in the Past Year,26 or Older,2012-14,"Arkansas",0.0106072335,0.0067744706,0.0165722608
Cocaine Use in the Past Year,12 or Older,2012-14,"Arkansas Catchment Area 8",0.0131570718,0.0075915843,0.0227093235
Cocaine Use in the Past Year,12 to 17,2012-14,"Arkansas Catchment Area 8",0.0050890136,0.0026481061,0.0097578296
Cocaine Use in the Past Year,18 or Older,2012-14,"Arkansas Catchment Area 8",0.0140188982,0.007982475,0.0245073504
Cocaine Use in the Past Year,18 to 25,2012-14,"Arkansas Catchment Area 8",0.0264175532,0.0153220337,0.0451792844
Cocaine Use in the Past Year,26 or Older,2012-14,"Arkansas Catchment Area 8",0.0121222029,0.0062174486,0.0235021242
Cocaine Use in the Past Year,12 or Older,2012-14,"Arkansas Catchment Area 1",0.0126370026,0.0078140958,0.0203755064
Cocaine Use in the Past Year,12 to 17,2012-14,"Arkansas Catchment Area 1",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"Arkansas Catchment Area 1",0.013433963,0.0081986787,0.0219383034
Cocaine Use in the Past Year,18 to 25,2012-14,"Arkansas Catchment Area 1",0.0338760034,0.0207573758,0.0548214257
Cocaine Use in the Past Year,26 or Older,2012-14,"Arkansas Catchment Area 1",0.0094460009,0.0048246222,0.0184121765
Cocaine Use in the Past Year,12 or Older,2012-14,"Arkansas Catchment Area 2",0.0103579279,0.0059868836,0.0178629371
Cocaine Use in the Past Year,12 to 17,2012-14,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"Arkansas Catchment Area 2",0.0107103893,0.0060822692,0.0187935494
Cocaine Use in the Past Year,18 to 25,2012-14,"Arkansas Catchment Area 2",0.0284557049,0.0160627035,0.0499252272
Cocaine Use in the Past Year,26 or Older,2012-14,"Arkansas Catchment Area 2",0.0082222624,0.0040852694,0.0164793058
Cocaine Use in the Past Year,12 or Older,2012-14,"Arkansas Catchment Area 3",0.0109228082,0.0063294311,0.0187866539
Cocaine Use in the Past Year,12 to 17,2012-14,"Arkansas Catchment Area 3",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"Arkansas Catchment Area 3",0.0115768375,0.0066049779,0.0202150775
Cocaine Use in the Past Year,18 to 25,2012-14,"Arkansas Catchment Area 3",0.0220320731,0.0125635331,0.0383593883
Cocaine Use in the Past Year,26 or Older,2012-14,"Arkansas Catchment Area 3",0.0097529936,0.0049248307,0.0192231083
Cocaine Use in the Past Year,12 or Older,2012-14,"Arkansas Catchment Area 4",0.0119425967,0.0070399984,0.0201899052
Cocaine Use in the Past Year,12 to 17,2012-14,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"Arkansas Catchment Area 4",0.0125774175,0.0072931274,0.0216071431
Cocaine Use in the Past Year,18 to 25,2012-14,"Arkansas Catchment Area 4",0.0341537948,0.019611355,0.0588327887
Cocaine Use in the Past Year,26 or Older,2012-14,"Arkansas Catchment Area 4",0.009199234,0.0046040209,0.0182965653
Cocaine Use in the Past Year,12 or Older,2012-14,"Arkansas Catchment Area 5",0.0157998669,0.0096314485,0.0258158432
Cocaine Use in the Past Year,12 to 17,2012-14,"Arkansas Catchment Area 5",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"Arkansas Catchment Area 5",0.0166865883,0.0100548354,0.0275705512
Cocaine Use in the Past Year,18 to 25,2012-14,"Arkansas Catchment Area 5",0.0396226876,0.023476312,0.0661221634
Cocaine Use in the Past Year,26 or Older,2012-14,"Arkansas Catchment Area 5",0.0121544133,0.0063403276,0.0231756703
Cocaine Use in the Past Year,12 or Older,2012-14,"Arkansas Catchment Area 6",0.0149834577,0.0084209202,0.0265234694
Cocaine Use in the Past Year,12 to 17,2012-14,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"Arkansas Catchment Area 6",0.0159938601,0.0088860923,0.0286227685
Cocaine Use in the Past Year,18 to 25,2012-14,"Arkansas Catchment Area 6",0.0228528517,0.0128603111,0.0402927383
Cocaine Use in the Past Year,26 or Older,2012-14,"Arkansas Catchment Area 6",0.0147919699,0.0075108674,0.0289257253
Cocaine Use in the Past Year,12 or Older,2012-14,"Arkansas Catchment Area 7",0.0104648062,0.0058727533,0.0185803906
Cocaine Use in the Past Year,12 to 17,2012-14,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"Arkansas Catchment Area 7",0.011045309,0.006089996,0.0199517259
Cocaine Use in the Past Year,18 to 25,2012-14,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2012-14,"Arkansas Catchment Area 7",0.0092768246,0.0045782736,0.0187067453
Cocaine Use in the Past Year,12 or Older,2012-14,"California",0.0211500353,0.0181785199,0.0245951157
Cocaine Use in the Past Year,12 to 17,2012-14,"California",0.0091967016,0.0066921497,0.0126266724
Cocaine Use in the Past Year,18 or Older,2012-14,"California",0.0224422227,0.0192024921,0.0262139327
Cocaine Use in the Past Year,18 to 25,2012-14,"California",0.0616564886,0.0534393521,0.0710423078
Cocaine Use in the Past Year,26 or Older,2012-14,"California",0.0152209661,0.0119753013,0.0193290938
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 10",0.0300045104,0.0201471221,0.0444659603
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 10",0.0105719402,0.0061134205,0.018222443
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 10",0.0321118647,0.0214007057,0.047921487
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 10",0.0925321478,0.0616262607,0.1366799047
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 10",0.0196484931,0.0111013917,0.0345462314
Cocaine Use in the Past Year,12 or Older,2012-14,"California LA SPA 1 and 5",0.0231982071,0.014938822,0.03585782
Cocaine Use in the Past Year,12 to 17,2012-14,"California LA SPA 1 and 5",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"California LA SPA 1 and 5",0.0245217802,0.0156561363,0.0382129025
Cocaine Use in the Past Year,18 to 25,2012-14,"California LA SPA 1 and 5",0.0594745019,0.0362281747,0.0961490646
Cocaine Use in the Past Year,26 or Older,2012-14,"California LA SPA 1 and 5",0.0179641321,0.0102143479,0.0314072211
Cocaine Use in the Past Year,12 or Older,2012-14,"California LA SPA 2",0.0224186906,0.0152976329,0.0327443759
Cocaine Use in the Past Year,12 to 17,2012-14,"California LA SPA 2",0.0089413121,0.0053659625,0.0148633237
Cocaine Use in the Past Year,18 or Older,2012-14,"California LA SPA 2",0.0237846584,0.0160870936,0.0350343062
Cocaine Use in the Past Year,18 to 25,2012-14,"California LA SPA 2",0.0697508508,0.0476967145,0.1009217486
Cocaine Use in the Past Year,26 or Older,2012-14,"California LA SPA 2",0.0160006748,0.009306621,0.0273765654
Cocaine Use in the Past Year,12 or Older,2012-14,"California LA SPA 3",0.0177849014,0.0117179458,0.0269074947
Cocaine Use in the Past Year,12 to 17,2012-14,"California LA SPA 3",0.0082584201,0.0046888077,0.0145059893
Cocaine Use in the Past Year,18 or Older,2012-14,"California LA SPA 3",0.0187913028,0.0122483632,0.0287277546
Cocaine Use in the Past Year,18 to 25,2012-14,"California LA SPA 3",0.0589004708,0.037828013,0.0906061377
Cocaine Use in the Past Year,26 or Older,2012-14,"California LA SPA 3",0.0115628345,0.0063735731,0.0208882904
Cocaine Use in the Past Year,12 or Older,2012-14,"California LA SPA 4",0.033160303,0.0213890811,0.0510715936
Cocaine Use in the Past Year,12 to 17,2012-14,"California LA SPA 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"California LA SPA 4",0.0348198412,0.0223022764,0.0539752557
Cocaine Use in the Past Year,18 to 25,2012-14,"California LA SPA 4",0.0748347356,0.0486212289,0.1134949547
Cocaine Use in the Past Year,26 or Older,2012-14,"California LA SPA 4",0.028046936,0.015976038,0.0487859863
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 11 (Los Angeles)",0.0216615688,0.0176616969,0.0265428216
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 11 (Los Angeles)",0.0091928131,0.0063760522,0.013237362
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 11 (Los Angeles)",0.0229740215,0.0186218455,0.0283140132
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 11 (Los Angeles)",0.0595740743,0.0486233211,0.0728023849
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 11 (Los Angeles)",0.016129649,0.0119825141,0.0216806068
Cocaine Use in the Past Year,12 or Older,2012-14,"California LA SPA 6",0.0197481577,0.0126389997,0.0307315991
Cocaine Use in the Past Year,12 to 17,2012-14,"California LA SPA 6",0.0095009086,0.0052989234,0.0169781451
Cocaine Use in the Past Year,18 or Older,2012-14,"California LA SPA 6",0.0211763755,0.0133106877,0.0335321735
Cocaine Use in the Past Year,18 to 25,2012-14,"California LA SPA 6",0.043639207,0.0262442,0.0717147276
Cocaine Use in the Past Year,26 or Older,2012-14,"California LA SPA 6",0.0152828866,0.0083334284,0.0278648322
Cocaine Use in the Past Year,12 or Older,2012-14,"California LA SPA 7",0.0187619175,0.0128711088,0.0272743204
Cocaine Use in the Past Year,12 to 17,2012-14,"California LA SPA 7",0.0099033322,0.005799032,0.0168632053
Cocaine Use in the Past Year,18 or Older,2012-14,"California LA SPA 7",0.0198825968,0.0134285166,0.0293463975
Cocaine Use in the Past Year,18 to 25,2012-14,"California LA SPA 7",0.054431017,0.0357775368,0.0819830325
Cocaine Use in the Past Year,26 or Older,2012-14,"California LA SPA 7",0.0126827674,0.0072609,0.0220632786
Cocaine Use in the Past Year,12 or Older,2012-14,"California LA SPA 8",0.0188566997,0.0126007425,0.0281301
Cocaine Use in the Past Year,12 to 17,2012-14,"California LA SPA 8",0.0087276778,0.0050227382,0.015123964
Cocaine Use in the Past Year,18 or Older,2012-14,"California LA SPA 8",0.0199243201,0.0131540776,0.0300729357
Cocaine Use in the Past Year,18 to 25,2012-14,"California LA SPA 8",0.0530652105,0.0343068205,0.0812177456
Cocaine Use in the Past Year,26 or Older,2012-14,"California LA SPA 8",0.0141582385,0.0081357904,0.0245285048
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 12R",0.0189478477,0.0119685125,0.0298740638
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 12R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 12R",0.0202279816,0.0126042146,0.0323121464
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 12R",0.0567022036,0.0340131534,0.0930681738
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 12R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 15R (Fresno)",0.0192952415,0.0123727027,0.0299734009
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 15R (Fresno)",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 15R (Fresno)",0.0207097752,0.0130677508,0.0326729071
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 15R (Fresno)",0.0488350492,0.0304663735,0.0773944401
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 15R (Fresno)",0.0144294466,0.0077483086,0.0267164189
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 16R (San Diego)",0.0204403546,0.0141933092,0.0293550993
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 16R (San Diego)",0.0079394618,0.0046040887,0.0136579493
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 16R (San Diego)",0.0216722908,0.0149401403,0.0313414856
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 16R (San Diego)",0.0625728333,0.0420682466,0.092110612
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 16R (San Diego)",0.0136451877,0.0080274511,0.0231027442
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 17R",0.0225508345,0.0150412003,0.0336815985
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 17R",0.0106002078,0.0064200365,0.0174543309
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 17R",0.0241846007,0.0158585511,0.0367188922
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 17R",0.0586959814,0.0373618673,0.0910598035
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 17R",0.0166413459,0.0095909585,0.028724214
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 18R (San Bernardino)",0.0194281471,0.0132275734,0.0284515042
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 18R (San Bernardino)",0.0104281804,0.0062432609,0.0173692625
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 18R (San Bernardino)",0.0206489445,0.0138343548,0.030715744
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 18R (San Bernardino)",0.0517618838,0.0342131282,0.0775886971
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 18R (San Bernardino)",0.0139234317,0.0079263243,0.0243466343
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 1R",0.022644443,0.0149482983,0.0341655238
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 1R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 1R",0.0238523648,0.0156042758,0.036299453
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 1R",0.0745000952,0.0475163701,0.1149579634
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 1R",0.0150346173,0.0083965896,0.0267787013
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 20R",0.021333783,0.0138256371,0.0327837545
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 20R",0.0115264308,0.0066980037,0.0197662886
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 20R",0.0226340975,0.0144415165,0.0353077769
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 20R",0.0574631805,0.0357053735,0.0912252551
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 20R",0.0153956454,0.0085182038,0.027670839
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 14 (Orange)",0.0226273569,0.0159529769,0.0320033376
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 14 (Orange)",0.0098871618,0.0059949535,0.0162650266
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 14 (Orange)",0.0240003057,0.0167582637,0.0342629203
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 14 (Orange)",0.0710495839,0.0490631641,0.1018335654
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 14 (Orange)",0.0157190671,0.0095423836,0.0257897486
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 21R",0.0218724622,0.0144049583,0.033081173
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 21R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 21R",0.0230808584,0.0150604958,0.0352196794
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 21R",0.0679115379,0.0434353466,0.1046710394
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 21R",0.0135493183,0.0074797733,0.0244228688
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 2R",0.0224678948,0.0150091162,0.033507221
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 2R",0.0094362575,0.0054862638,0.0161838837
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 2R",0.0238587696,0.0157722908,0.0359398067
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 2R",0.0712667755,0.0460134142,0.1087991841
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 2R",0.0152773914,0.0087414014,0.0265693848
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 3R (Sacramento)",0.0190600466,0.0126676428,0.0285848237
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 3R (Sacramento)",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2012-14,"California Region 3R (Sacramento)",0.0203368984,0.0133755576,0.0308081529
Cocaine Use in the Past Year,18 to 25,2012-14,"California Region 3R (Sacramento)",0.054916539,0.0352094137,0.0846857752
Cocaine Use in the Past Year,26 or Older,2012-14,"California Region 3R (Sacramento)",0.014135959,0.0080916676,0.0245833007
Cocaine Use in the Past Year,12 or Older,2012-14,"California Region 4R",0.0179156957,0.0119826959,0.0267068994
Cocaine Use in the Past Year,12 to 17,2012-14,"California Region 4R",0.008121859,0.0047111071,0.0139672775
