outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Alcohol Use in the Past Month,12 or Older,2008-10,"Alabama Region 4",0.4184763457,0.3725439684,0.4658671625
Alcohol Use in the Past Month,12 to 17,2008-10,"Alabama Region 4",0.1277904853,0.0996375697,0.1624627404
Alcohol Use in the Past Month,18 or Older,2008-10,"Alabama Region 4",0.4511884227,0.4009280256,0.5024648706
Alcohol Use in the Past Month,18 to 25,2008-10,"Alabama Region 4",0.5180403258,0.456008816,0.579520712
Alcohol Use in the Past Month,26 or Older,2008-10,"Alabama Region 4",0.4403396339,0.3853273646,0.4968572871
Alcohol Use in the Past Month,12 or Older,2008-10,"Alaska",0.5371655751,0.5088498571,0.5652435921
Alcohol Use in the Past Month,12 to 17,2008-10,"Alaska",0.1445175163,0.1240908619,0.167662987
Alcohol Use in the Past Month,18 or Older,2008-10,"Alaska",0.584735929,0.5533589381,0.6154405194
Alcohol Use in the Past Month,18 to 25,2008-10,"Alaska",0.5876960082,0.5515817105,0.6228902993
Alcohol Use in the Past Month,26 or Older,2008-10,"Alaska",0.5841961646,0.5491931903,0.6183699134
Alcohol Use in the Past Month,12 or Older,2008-10,"Alaska Southeast",0.5386079268,0.4803964983,0.5957851776
Alcohol Use in the Past Month,12 to 17,2008-10,"Alaska Southeast",0.1263043905,0.0941951556,0.1673369833
Alcohol Use in the Past Month,18 or Older,2008-10,"Alaska Southeast",0.5836153231,0.5199358961,0.644621336
Alcohol Use in the Past Month,18 to 25,2008-10,"Alaska Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"Alaska Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2008-10,"Alaska Anchorage",0.5684164862,0.530428923,0.6056158499
Alcohol Use in the Past Month,12 to 17,2008-10,"Alaska Anchorage",0.1465824811,0.1180317195,0.1806250377
Alcohol Use in the Past Month,18 or Older,2008-10,"Alaska Anchorage",0.6170287016,0.5753164506,0.6570859615
Alcohol Use in the Past Month,18 to 25,2008-10,"Alaska Anchorage",0.6213275248,0.5715832644,0.6686442653
Alcohol Use in the Past Month,26 or Older,2008-10,"Alaska Anchorage",0.6162408072,0.5696281922,0.6608110816
Alcohol Use in the Past Month,12 or Older,2008-10,"Alaska Northern",0.4401585676,0.3955105076,0.4857962836
Alcohol Use in the Past Month,12 to 17,2008-10,"Alaska Northern",0.1132044351,0.0865463541,0.1467545503
Alcohol Use in the Past Month,18 or Older,2008-10,"Alaska Northern",0.4864395645,0.436425769,0.5367264005
Alcohol Use in the Past Month,18 to 25,2008-10,"Alaska Northern",0.5301018474,0.4680838941,0.5912039313
Alcohol Use in the Past Month,26 or Older,2008-10,"Alaska Northern",0.4759493132,0.4191674326,0.5333598671
Alcohol Use in the Past Month,12 or Older,2008-10,"Alaska South Central",0.565301432,0.5132566957,0.6159453288
Alcohol Use in the Past Month,12 to 17,2008-10,"Alaska South Central",0.1777098273,0.1401870848,0.2226749297
Alcohol Use in the Past Month,18 or Older,2008-10,"Alaska South Central",0.6115095896,0.5541468296,0.6659411881
Alcohol Use in the Past Month,18 to 25,2008-10,"Alaska South Central",0.5873359744,0.5183978801,0.6530111915
Alcohol Use in the Past Month,26 or Older,2008-10,"Alaska South Central",0.6158339657,0.5522646257,0.675678081
Alcohol Use in the Past Month,12 or Older,2008-10,"Arizona",0.4938176201,0.4637439763,0.5239360692
Alcohol Use in the Past Month,12 to 17,2008-10,"Arizona",0.1478971299,0.127408187,0.1710351426
Alcohol Use in the Past Month,18 or Older,2008-10,"Arizona",0.532670188,0.4995021953,0.5655519122
Alcohol Use in the Past Month,18 to 25,2008-10,"Arizona",0.5735959477,0.5393264414,0.6071729751
Alcohol Use in the Past Month,26 or Older,2008-10,"Arizona",0.5257702432,0.4887205316,0.562538363
Alcohol Use in the Past Month,12 or Older,2008-10,"Arizona Central",0.4965904948,0.4604853599,0.532731223
Alcohol Use in the Past Month,12 to 17,2008-10,"Arizona Central",0.147145288,0.121764755,0.1767514046
Alcohol Use in the Past Month,18 or Older,2008-10,"Arizona Central",0.5363881716,0.4966204169,0.5756984239
Alcohol Use in the Past Month,18 to 25,2008-10,"Arizona Central",0.5519082061,0.5086315969,0.5944126335
Alcohol Use in the Past Month,26 or Older,2008-10,"Arizona Central",0.5337986722,0.4891476269,0.5779146529
Alcohol Use in the Past Month,12 or Older,2008-10,"Arizona South A",0.5309232297,0.4736771565,0.5873668861
Alcohol Use in the Past Month,12 to 17,2008-10,"Arizona South A",0.1582776468,0.1196005814,0.2065282155
Alcohol Use in the Past Month,18 or Older,2008-10,"Arizona South A",0.5690639132,0.5069874664,0.6290431821
Alcohol Use in the Past Month,18 to 25,2008-10,"Arizona South A",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"Arizona South A",0.5557741478,0.4875974593,0.6219135277
Alcohol Use in the Past Month,12 or Older,2008-10,"Arizona Rural North",0.5078897664,0.4492704017,0.5662929886
Alcohol Use in the Past Month,12 to 17,2008-10,"Arizona Rural North",0.1462180472,0.1094672871,0.1926379586
Alcohol Use in the Past Month,18 or Older,2008-10,"Arizona Rural North",0.5479571134,0.4840977507,0.610275494
Alcohol Use in the Past Month,18 to 25,2008-10,"Arizona Rural North",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"Arizona Rural North",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2008-10,"Arizona Rural South",0.4221718987,0.3621761798,0.4845558215
Alcohol Use in the Past Month,12 to 17,2008-10,"Arizona Rural South",0.1416687534,0.1058694515,0.187041139
Alcohol Use in the Past Month,18 or Older,2008-10,"Arizona Rural South",0.4554320288,0.3899105706,0.5225336197
Alcohol Use in the Past Month,18 to 25,2008-10,"Arizona Rural South",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"Arizona Rural South",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2008-10,"Arkansas",0.4188729895,0.3920502226,0.4461840536
Alcohol Use in the Past Month,12 to 17,2008-10,"Arkansas",0.1421627144,0.1240593892,0.1624179303
Alcohol Use in the Past Month,18 or Older,2008-10,"Arkansas",0.4490539274,0.4196370193,0.4788315975
Alcohol Use in the Past Month,18 to 25,2008-10,"Arkansas",0.5440412812,0.5114641937,0.5762458379
Alcohol Use in the Past Month,26 or Older,2008-10,"Arkansas",0.4334878679,0.4010336734,0.4665228122
Alcohol Use in the Past Month,12 or Older,2008-10,"Arkansas Catchment Area 8",0.4679682146,0.4180868843,0.5184980949
Alcohol Use in the Past Month,12 to 17,2008-10,"Arkansas Catchment Area 8",0.1312669543,0.1006365959,0.1694634868
Alcohol Use in the Past Month,18 or Older,2008-10,"Arkansas Catchment Area 8",0.5058834266,0.4514393429,0.5601883324
Alcohol Use in the Past Month,18 to 25,2008-10,"Arkansas Catchment Area 8",0.5683020083,0.5032758969,0.6310559889
Alcohol Use in the Past Month,26 or Older,2008-10,"Arkansas Catchment Area 8",0.4967031423,0.4377469206,0.5557511854
Alcohol Use in the Past Month,12 or Older,2008-10,"Arkansas Catchment Area 1",0.4730753615,0.4207236008,0.5260259516
Alcohol Use in the Past Month,12 to 17,2008-10,"Arkansas Catchment Area 1",0.1463311463,0.1111802069,0.1902170863
Alcohol Use in the Past Month,18 or Older,2008-10,"Arkansas Catchment Area 1",0.5093597239,0.452341009,0.5661359514
Alcohol Use in the Past Month,18 to 25,2008-10,"Arkansas Catchment Area 1",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"Arkansas Catchment Area 1",0.4989885059,0.4366060914,0.5614024267
Alcohol Use in the Past Month,12 or Older,2008-10,"Arkansas Catchment Area 2",0.3811541522,0.3269372509,0.4385043423
Alcohol Use in the Past Month,12 to 17,2008-10,"Arkansas Catchment Area 2",0.1407721959,0.1070770938,0.1828986304
Alcohol Use in the Past Month,18 or Older,2008-10,"Arkansas Catchment Area 2",0.4037207343,0.3455011828,0.4647839652
Alcohol Use in the Past Month,18 to 25,2008-10,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"Arkansas Catchment Area 2",0.3877780084,0.3260834091,0.4532938945
Alcohol Use in the Past Month,12 or Older,2008-10,"Arkansas Catchment Area 3",0.3956085366,0.3454358385,0.4480800388
Alcohol Use in the Past Month,12 to 17,2008-10,"Arkansas Catchment Area 3",0.1513941053,0.1183696885,0.1916294791
Alcohol Use in the Past Month,18 or Older,2008-10,"Arkansas Catchment Area 3",0.4244386893,0.369664436,0.4811340283
Alcohol Use in the Past Month,18 to 25,2008-10,"Arkansas Catchment Area 3",0.5366490408,0.470310317,0.6017153878
Alcohol Use in the Past Month,26 or Older,2008-10,"Arkansas Catchment Area 3",0.4051765354,0.3451812903,0.4681444712
Alcohol Use in the Past Month,12 or Older,2008-10,"Arkansas Catchment Area 4",0.3708777625,0.3149671227,0.4304764485
Alcohol Use in the Past Month,12 to 17,2008-10,"Arkansas Catchment Area 4",0.1359414408,0.1019866777,0.1789481805
Alcohol Use in the Past Month,18 or Older,2008-10,"Arkansas Catchment Area 4",0.3974360187,0.3366802038,0.4615271761
Alcohol Use in the Past Month,18 to 25,2008-10,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2008-10,"Arkansas Catchment Area 5",0.4353255553,0.3871285859,0.4847766652
Alcohol Use in the Past Month,12 to 17,2008-10,"Arkansas Catchment Area 5",0.1601794546,0.1256724032,0.2019726906
Alcohol Use in the Past Month,18 or Older,2008-10,"Arkansas Catchment Area 5",0.4632555415,0.4111488,0.5161772908
Alcohol Use in the Past Month,18 to 25,2008-10,"Arkansas Catchment Area 5",0.6097428471,0.5504190945,0.6659888795
Alcohol Use in the Past Month,26 or Older,2008-10,"Arkansas Catchment Area 5",0.435934769,0.3780799081,0.4955879842
Alcohol Use in the Past Month,12 or Older,2008-10,"Arkansas Catchment Area 6",0.3641317267,0.3072826104,0.4250448752
Alcohol Use in the Past Month,12 to 17,2008-10,"Arkansas Catchment Area 6",0.1271235461,0.0945483921,0.1688292817
Alcohol Use in the Past Month,18 or Older,2008-10,"Arkansas Catchment Area 6",0.3904944862,0.3287287338,0.455982283
Alcohol Use in the Past Month,18 to 25,2008-10,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2008-10,"Arkansas Catchment Area 7",0.3723870495,0.315618478,0.4329074962
Alcohol Use in the Past Month,12 to 17,2008-10,"Arkansas Catchment Area 7",0.1366591521,0.1033865695,0.1785078763
Alcohol Use in the Past Month,18 or Older,2008-10,"Arkansas Catchment Area 7",0.3990334615,0.3372255137,0.4642349221
Alcohol Use in the Past Month,18 to 25,2008-10,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2008-10,"California",0.5019711976,0.4868861102,0.5170526972
Alcohol Use in the Past Month,12 to 17,2008-10,"California",0.1384680843,0.1268302548,0.1509891325
Alcohol Use in the Past Month,18 or Older,2008-10,"California",0.5440374402,0.5272491626,0.5607262402
Alcohol Use in the Past Month,18 to 25,2008-10,"California",0.5981349809,0.5782231101,0.6177282895
Alcohol Use in the Past Month,26 or Older,2008-10,"California",0.5337959257,0.5148791892,0.552615966
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 10",0.5432880995,0.4925922837,0.5931027543
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 10",0.1580439429,0.1225245539,0.2014957668
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 10",0.5880099804,0.5328853559,0.6410117207
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 10",0.6380744552,0.5718528478,0.6994369654
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 10",0.5776033096,0.5158677974,0.6370058983
Alcohol Use in the Past Month,12 or Older,2008-10,"California LA SPA 1 and 5",0.5609339811,0.5041214958,0.6161930242
Alcohol Use in the Past Month,12 to 17,2008-10,"California LA SPA 1 and 5",0.1485795537,0.1138175888,0.1916622402
Alcohol Use in the Past Month,18 or Older,2008-10,"California LA SPA 1 and 5",0.6021949219,0.5407429936,0.6605853849
Alcohol Use in the Past Month,18 to 25,2008-10,"California LA SPA 1 and 5",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California LA SPA 1 and 5",0.5904348042,0.5241926,0.6535499296
Alcohol Use in the Past Month,12 or Older,2008-10,"California LA SPA 2",0.4873752382,0.4411630813,0.5338042333
Alcohol Use in the Past Month,12 to 17,2008-10,"California LA SPA 2",0.1322527418,0.1045384813,0.1659526896
Alcohol Use in the Past Month,18 or Older,2008-10,"California LA SPA 2",0.527918518,0.4773794276,0.5778917557
Alcohol Use in the Past Month,18 to 25,2008-10,"California LA SPA 2",0.577013951,0.5169745934,0.6348614737
Alcohol Use in the Past Month,26 or Older,2008-10,"California LA SPA 2",0.5194769572,0.4640132964,0.5744646861
Alcohol Use in the Past Month,12 or Older,2008-10,"California LA SPA 3",0.4496933431,0.4053234476,0.4948783499
Alcohol Use in the Past Month,12 to 17,2008-10,"California LA SPA 3",0.1353686487,0.1061162379,0.1711410081
Alcohol Use in the Past Month,18 or Older,2008-10,"California LA SPA 3",0.4875090067,0.4389679645,0.5362867985
Alcohol Use in the Past Month,18 to 25,2008-10,"California LA SPA 3",0.5521745044,0.4917561805,0.6110907017
Alcohol Use in the Past Month,26 or Older,2008-10,"California LA SPA 3",0.4754607824,0.4218412472,0.5296521267
Alcohol Use in the Past Month,12 or Older,2008-10,"California LA SPA 4",0.4707879321,0.4217212798,0.5204257159
Alcohol Use in the Past Month,12 to 17,2008-10,"California LA SPA 4",0.1412370828,0.1085775635,0.181717805
Alcohol Use in the Past Month,18 or Older,2008-10,"California LA SPA 4",0.5044839437,0.4516365203,0.5572313647
Alcohol Use in the Past Month,18 to 25,2008-10,"California LA SPA 4",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California LA SPA 4",0.4909604429,0.4337643339,0.5483941882
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 11 (Los Angeles)",0.4688084012,0.4468150452,0.490923601
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 11 (Los Angeles)",0.133171074,0.1183492539,0.1495343147
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 11 (Los Angeles)",0.5092861544,0.4850328479,0.5334958259
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 11 (Los Angeles)",0.5664428014,0.5370633363,0.5953625253
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 11 (Los Angeles)",0.498531649,0.4714835884,0.5255883063
Alcohol Use in the Past Month,12 or Older,2008-10,"California LA SPA 6",0.3745367167,0.3250994534,0.4267383013
Alcohol Use in the Past Month,12 to 17,2008-10,"California LA SPA 6",0.1155019603,0.0880458707,0.1501106042
Alcohol Use in the Past Month,18 or Older,2008-10,"California LA SPA 6",0.4158990105,0.360329574,0.4736921007
Alcohol Use in the Past Month,18 to 25,2008-10,"California LA SPA 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California LA SPA 6",0.3934542917,0.3312228034,0.4593472665
Alcohol Use in the Past Month,12 or Older,2008-10,"California LA SPA 7",0.4324016629,0.3851797946,0.4808846919
Alcohol Use in the Past Month,12 to 17,2008-10,"California LA SPA 7",0.1374805393,0.106703223,0.1753922138
Alcohol Use in the Past Month,18 or Older,2008-10,"California LA SPA 7",0.4738150741,0.4213959686,0.5268177884
Alcohol Use in the Past Month,18 to 25,2008-10,"California LA SPA 7",0.5538714843,0.4870093762,0.6188395065
Alcohol Use in the Past Month,26 or Older,2008-10,"California LA SPA 7",0.4569377997,0.3990412278,0.5160216184
Alcohol Use in the Past Month,12 or Older,2008-10,"California LA SPA 8",0.4909749418,0.4414666218,0.5406609233
Alcohol Use in the Past Month,12 to 17,2008-10,"California LA SPA 8",0.1276447389,0.0993010589,0.1626179521
Alcohol Use in the Past Month,18 or Older,2008-10,"California LA SPA 8",0.5340962912,0.4799387326,0.5874618204
Alcohol Use in the Past Month,18 to 25,2008-10,"California LA SPA 8",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California LA SPA 8",0.5308383986,0.4722318665,0.5886064924
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 12R",0.503510362,0.4456101315,0.5613165945
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 12R",0.1532621943,0.1165787606,0.1988899209
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 12R",0.5464572367,0.4833196972,0.6081348722
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 12R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 12R",0.5314520013,0.4635338197,0.5982245535
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 15R (Fresno)",0.4261229803,0.3753730264,0.4784783305
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 15R (Fresno)",0.1275234092,0.0964953821,0.1666878109
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 15R (Fresno)",0.4679869993,0.4119058961,0.524888723
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 15R (Fresno)",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 15R (Fresno)",0.4527249729,0.3910976843,0.5158364992
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 16R (San Diego)",0.543429572,0.5074101852,0.5790004251
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 16R (San Diego)",0.1420945583,0.115317165,0.1738678273
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 16R (San Diego)",0.5863356938,0.5470914493,0.6245133156
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 16R (San Diego)",0.640002946,0.5880362587,0.6888826127
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 16R (San Diego)",0.5751125684,0.5308741831,0.6181796735
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 17R",0.4520306817,0.4079298555,0.4968978896
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 17R",0.1492970312,0.117947228,0.1872109061
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 17R",0.4946359304,0.4458369775,0.5435372989
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 17R",0.5512850965,0.4884044716,0.612567894
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 17R",0.4817159216,0.4269861393,0.5368879736
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 18R (San Bernardino)",0.4541832949,0.4135857088,0.4953993856
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 18R (San Bernardino)",0.1465233098,0.1172179653,0.1816476397
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 18R (San Bernardino)",0.4981264757,0.4530901103,0.5431932622
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 18R (San Bernardino)",0.5814014766,0.5270420963,0.6338535288
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 18R (San Bernardino)",0.4792468757,0.4279517105,0.5309834041
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 1R",0.5596964904,0.5044399637,0.6135123362
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 1R",0.1631154699,0.1229938628,0.2131442175
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 1R",0.5986364216,0.5391590788,0.6553445105
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 1R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 1R",0.5789476654,0.5128454601,0.64233582
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 20R",0.4390225263,0.3860559343,0.4934157572
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 20R",0.1462953798,0.1127485247,0.1877119371
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 20R",0.4793191021,0.4208080128,0.5384031343
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 20R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 20R",0.4719778599,0.4079429456,0.5369483752
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 14 (Orange)",0.5282597006,0.4921337873,0.5640920242
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 14 (Orange)",0.1348878477,0.1089278314,0.1658829803
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 14 (Orange)",0.5730625711,0.5334859653,0.6117252959
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 14 (Orange)",0.6211585273,0.5716430485,0.6682718105
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 14 (Orange)",0.564700994,0.5204389198,0.6079552202
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 21R",0.5023578266,0.4480810423,0.5565790978
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 21R",0.1243502062,0.0926600638,0.164908682
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 21R",0.5424253667,0.4836909657,0.6000036425
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 21R",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 21R",0.5294206563,0.4646441334,0.5932210892
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 2R",0.547099042,0.4953927115,0.5978085767
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 2R",0.1397045985,0.1076004058,0.1794612712
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 2R",0.5885641039,0.5325525856,0.6423711322
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 2R",0.6271132741,0.5624879333,0.6874961831
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 2R",0.5808604056,0.518799239,0.6404644264
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 3R (Sacramento)",0.4993563255,0.4485463146,0.5501796339
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 3R (Sacramento)",0.1257671231,0.0960427164,0.1630318286
Alcohol Use in the Past Month,18 or Older,2008-10,"California Region 3R (Sacramento)",0.5422983035,0.4868194047,0.5967476401
Alcohol Use in the Past Month,18 to 25,2008-10,"California Region 3R (Sacramento)",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2008-10,"California Region 3R (Sacramento)",0.529166553,0.4687813195,0.5887099653
Alcohol Use in the Past Month,12 or Older,2008-10,"California Region 4R",0.574509502,0.5247548429,0.6227994725
Alcohol Use in the Past Month,12 to 17,2008-10,"California Region 4R",0.1583037934,0.1228785998,0.2015945733
