outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Cocaine Use in the Past Year,18 to 25,2016-18,"Arizona South",0.0567180763,0.036969028,0.0860742228
Cocaine Use in the Past Year,26 or Older,2016-18,"Arizona South",0.0177959263,0.0115410902,0.0273468628
Cocaine Use in the Past Year,12 or Older,2016-18,"Arizona South B",0.0211774784,0.0128351386,0.0347511363
Cocaine Use in the Past Year,12 to 17,2016-18,"Arizona South B",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"Arizona South B",0.0227429948,0.0136342865,0.0377043782
Cocaine Use in the Past Year,18 to 25,2016-18,"Arizona South B",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2016-18,"Arizona South B",0.0173238535,0.0098512262,0.030291416
Cocaine Use in the Past Year,12 or Older,2016-18,"Arkansas",0.013707041,0.0103779101,0.0180846081
Cocaine Use in the Past Year,12 to 17,2016-18,"Arkansas",0.0043648444,0.0028457623,0.0066893803
Cocaine Use in the Past Year,18 or Older,2016-18,"Arkansas",0.0146924368,0.0110789427,0.0194613103
Cocaine Use in the Past Year,18 to 25,2016-18,"Arkansas",0.0372101197,0.0269344688,0.0511997191
Cocaine Use in the Past Year,26 or Older,2016-18,"Arkansas",0.0110170534,0.00788614,0.0153717263
Cocaine Use in the Past Year,12 or Older,2016-18,"Arkansas Catchment Area 8",0.0185668741,0.0120462719,0.0285151802
Cocaine Use in the Past Year,12 to 17,2016-18,"Arkansas Catchment Area 8",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"Arkansas Catchment Area 8",0.0201510809,0.0129962729,0.0311206133
Cocaine Use in the Past Year,18 to 25,2016-18,"Arkansas Catchment Area 8",0.056346204,0.0341233975,0.0916680352
Cocaine Use in the Past Year,26 or Older,2016-18,"Arkansas Catchment Area 8",0.0148667771,0.0089804127,0.0245160116
Cocaine Use in the Past Year,12 or Older,2016-18,"Arkansas Catchment Area 1",0.013724857,0.0086792365,0.0216396875
Cocaine Use in the Past Year,12 to 17,2016-18,"Arkansas Catchment Area 1",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"Arkansas Catchment Area 1",0.0147540779,0.0092085306,0.0235598437
Cocaine Use in the Past Year,18 to 25,2016-18,"Arkansas Catchment Area 1",0.0419222247,0.0241560079,0.0717937792
Cocaine Use in the Past Year,26 or Older,2016-18,"Arkansas Catchment Area 1",0.0096650021,0.0056798995,0.0163999958
Cocaine Use in the Past Year,12 or Older,2016-18,"Arkansas Catchment Area 2",0.0100262403,0.0060468373,0.0165807883
Cocaine Use in the Past Year,12 to 17,2016-18,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"Arkansas Catchment Area 2",0.0104519718,0.0061966327,0.0175778424
Cocaine Use in the Past Year,18 to 25,2016-18,"Arkansas Catchment Area 2",0.0310911573,0.0170378407,0.0560748038
Cocaine Use in the Past Year,26 or Older,2016-18,"Arkansas Catchment Area 2",0.0075279143,0.0041480447,0.0136240603
Cocaine Use in the Past Year,12 or Older,2016-18,"Arkansas Catchment Area 3",0.0129707598,0.0079630302,0.0210608545
Cocaine Use in the Past Year,12 to 17,2016-18,"Arkansas Catchment Area 3",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"Arkansas Catchment Area 3",0.0139571364,0.0084687308,0.02292024
Cocaine Use in the Past Year,18 to 25,2016-18,"Arkansas Catchment Area 3",0.0289487112,0.0162776441,0.0509722753
Cocaine Use in the Past Year,26 or Older,2016-18,"Arkansas Catchment Area 3",0.0114873679,0.00657486,0.01999645
Cocaine Use in the Past Year,12 or Older,2016-18,"Arkansas Catchment Area 4",0.0116107926,0.007047378,0.0190724133
Cocaine Use in the Past Year,12 to 17,2016-18,"Arkansas Catchment Area 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"Arkansas Catchment Area 4",0.0123448261,0.0073827906,0.0205727665
Cocaine Use in the Past Year,18 to 25,2016-18,"Arkansas Catchment Area 4",0.032200978,0.0176299298,0.0581026422
Cocaine Use in the Past Year,26 or Older,2016-18,"Arkansas Catchment Area 4",0.0091728858,0.0051738427,0.016212555
Cocaine Use in the Past Year,12 or Older,2016-18,"Arkansas Catchment Area 5",0.0125099954,0.0079482536,0.0196380314
Cocaine Use in the Past Year,12 to 17,2016-18,"Arkansas Catchment Area 5",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"Arkansas Catchment Area 5",0.0132856182,0.0083471542,0.0210837274
Cocaine Use in the Past Year,18 to 25,2016-18,"Arkansas Catchment Area 5",0.0329224828,0.0194213828,0.0552799916
Cocaine Use in the Past Year,26 or Older,2016-18,"Arkansas Catchment Area 5",0.0096915836,0.0056746704,0.0165047399
Cocaine Use in the Past Year,12 or Older,2016-18,"Arkansas Catchment Area 6",0.0146803186,0.0082500439,0.0259911489
Cocaine Use in the Past Year,12 to 17,2016-18,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"Arkansas Catchment Area 6",0.0158062178,0.0088064166,0.0282114699
Cocaine Use in the Past Year,18 to 25,2016-18,"Arkansas Catchment Area 6",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2016-18,"Arkansas Catchment Area 6",0.0143597395,0.0076308503,0.0268615582
Cocaine Use in the Past Year,12 or Older,2016-18,"Arkansas Catchment Area 7",0.0120090452,0.0069491883,0.0206763864
Cocaine Use in the Past Year,12 to 17,2016-18,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"Arkansas Catchment Area 7",0.0128946038,0.007376926,0.0224459843
Cocaine Use in the Past Year,18 to 25,2016-18,"Arkansas Catchment Area 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2016-18,"Arkansas Catchment Area 7",0.0102750238,0.0055741525,0.0188650907
Cocaine Use in the Past Year,12 or Older,2016-18,"California",0.0274642317,0.024635131,0.0306080309
Cocaine Use in the Past Year,12 to 17,2016-18,"California",0.0060716983,0.0044081394,0.0083577865
Cocaine Use in the Past Year,18 or Older,2016-18,"California",0.0296316638,0.0265511616,0.0330574329
Cocaine Use in the Past Year,18 to 25,2016-18,"California",0.0781697019,0.0680166123,0.0896925227
Cocaine Use in the Past Year,26 or Older,2016-18,"California",0.0215188391,0.0185411691,0.0249625534
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 10",0.0270406125,0.0180453675,0.0403356159
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 10",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 10",0.0290734902,0.019239943,0.0437089817
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 10",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 10",0.0171036899,0.0104311825,0.0279239541
Cocaine Use in the Past Year,12 or Older,2016-18,"California LA SPA 1 and 5",0.0324589728,0.0225817787,0.0464511017
Cocaine Use in the Past Year,12 to 17,2016-18,"California LA SPA 1 and 5",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California LA SPA 1 and 5",0.0347727048,0.024081488,0.0499673728
Cocaine Use in the Past Year,18 to 25,2016-18,"California LA SPA 1 and 5",0.078985872,0.0511859268,0.1199752547
Cocaine Use in the Past Year,26 or Older,2016-18,"California LA SPA 1 and 5",0.027501148,0.0181131673,0.0415489842
Cocaine Use in the Past Year,12 or Older,2016-18,"California LA SPA 2",0.0227226991,0.0155890046,0.0330113773
Cocaine Use in the Past Year,12 to 17,2016-18,"California LA SPA 2",0.0049945899,0.0029258895,0.0085134412
Cocaine Use in the Past Year,18 or Older,2016-18,"California LA SPA 2",0.0243781072,0.0166291064,0.0356073159
Cocaine Use in the Past Year,18 to 25,2016-18,"California LA SPA 2",0.065308475,0.042126645,0.0999163517
Cocaine Use in the Past Year,26 or Older,2016-18,"California LA SPA 2",0.0181602582,0.0116092507,0.0283020943
Cocaine Use in the Past Year,12 or Older,2016-18,"California LA SPA 3",0.0191624864,0.0129658956,0.0282358015
Cocaine Use in the Past Year,12 to 17,2016-18,"California LA SPA 3",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California LA SPA 3",0.0205166293,0.013780046,0.0304448287
Cocaine Use in the Past Year,18 to 25,2016-18,"California LA SPA 3",0.0582831586,0.0366815369,0.0913989258
Cocaine Use in the Past Year,26 or Older,2016-18,"California LA SPA 3",0.0143309334,0.0089900545,0.0227718522
Cocaine Use in the Past Year,12 or Older,2016-18,"California LA SPA 4",0.0543837263,0.0380933305,0.0770823572
Cocaine Use in the Past Year,12 to 17,2016-18,"California LA SPA 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California LA SPA 4",0.0579369524,0.040485423,0.0822661203
Cocaine Use in the Past Year,18 to 25,2016-18,"California LA SPA 4",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2016-18,"California LA SPA 4",0.0491011036,0.0332221755,0.0720042943
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 11 (Los Angeles)",0.0280231321,0.0237175806,0.0330838018
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 11 (Los Angeles)",0.0053940734,0.0037198321,0.0078159542
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 11 (Los Angeles)",0.0302101758,0.0255208056,0.0357296106
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 11 (Los Angeles)",0.0712740778,0.0578848899,0.0874727312
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 11 (Los Angeles)",0.0233924691,0.0190515299,0.0286935704
Cocaine Use in the Past Year,12 or Older,2016-18,"California LA SPA 6",0.0266284496,0.0173660304,0.040626858
Cocaine Use in the Past Year,12 to 17,2016-18,"California LA SPA 6",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California LA SPA 6",0.0292544959,0.018911742,0.0449942475
Cocaine Use in the Past Year,18 to 25,2016-18,"California LA SPA 6",0.0514973934,0.0306238288,0.085345992
Cocaine Use in the Past Year,26 or Older,2016-18,"California LA SPA 6",0.0242089861,0.0148668054,0.0391881897
Cocaine Use in the Past Year,12 or Older,2016-18,"California LA SPA 7",0.0222797221,0.0144995585,0.0340901515
Cocaine Use in the Past Year,12 to 17,2016-18,"California LA SPA 7",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California LA SPA 7",0.0241255901,0.0155481831,0.0372557888
Cocaine Use in the Past Year,18 to 25,2016-18,"California LA SPA 7",0.0620034915,0.0373381448,0.1012488995
Cocaine Use in the Past Year,26 or Older,2016-18,"California LA SPA 7",0.016953815,0.0102937477,0.0278019076
Cocaine Use in the Past Year,12 or Older,2016-18,"California LA SPA 8",0.0282662973,0.0199013427,0.0400037114
Cocaine Use in the Past Year,12 to 17,2016-18,"California LA SPA 8",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California LA SPA 8",0.0305236711,0.0213949047,0.0433748533
Cocaine Use in the Past Year,18 to 25,2016-18,"California LA SPA 8",0.0800591739,0.052567908,0.1201048984
Cocaine Use in the Past Year,26 or Older,2016-18,"California LA SPA 8",0.0227523293,0.0151105072,0.0341249368
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 12R",0.0279728551,0.0181420486,0.0428980301
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 12R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 12R",0.0304626233,0.0195992314,0.0470583193
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 12R",0.0648129172,0.0388199165,0.1062857383
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 12R",0.0243444471,0.014945757,0.0394170303
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 15R (Fresno)",0.0252937415,0.017122163,0.0372175453
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 15R (Fresno)",0.0066922927,0.0040869248,0.0109403076
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 15R (Fresno)",0.0276100937,0.0185081672,0.0410011682
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 15R (Fresno)",0.055587013,0.0344229623,0.0885696535
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 15R (Fresno)",0.0219612712,0.0140480591,0.0341774462
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 16R (San Diego)",0.03888073,0.0299111984,0.0504002312
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 16R (San Diego)",0.0067368383,0.0040871414,0.0110852152
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 16R (San Diego)",0.0419086487,0.0321412874,0.0544771288
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 16R (San Diego)",0.1290864791,0.094563288,0.1737941803
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 16R (San Diego)",0.027056768,0.0192320183,0.0379419397
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 17R",0.0215427614,0.0147525573,0.0313588386
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 17R",0.007085577,0.0043350268,0.0115610716
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 17R",0.0233842771,0.0158321149,0.0344129698
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 17R",0.046287953,0.0289393212,0.0732522521
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 17R",0.01875663,0.0120847851,0.029003769
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 18R (San Bernardino)",0.0233702204,0.0162998522,0.0334033517
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 18R (San Bernardino)",0.0063837746,0.0039499673,0.0103016839
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 18R (San Bernardino)",0.0254891082,0.0176239976,0.0367329584
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 18R (San Bernardino)",0.0546705516,0.0354833592,0.0833365381
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 18R (San Bernardino)",0.0196955429,0.012768357,0.0302657029
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 1R",0.0398065677,0.0291280566,0.0541814085
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 1R",0.0098335205,0.0057285459,0.0168302549
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 1R",0.0424469858,0.0309293075,0.0579970096
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 1R",0.130573539,0.0922490222,0.1816340093
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 1R",0.0287436346,0.0194801638,0.042222507
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 20R",0.0219754067,0.0149104956,0.0322781367
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 20R",0.0072027735,0.0044019389,0.0117646449
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 20R",0.0237916205,0.0159639011,0.0353198092
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 20R",0.0481513838,0.0294243379,0.0778413106
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 20R",0.0190791779,0.0121946284,0.0297334484
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 14 (Orange)",0.0244912308,0.0177726634,0.0336625627
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 14 (Orange)",0.005513005,0.0031975582,0.0094891741
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 14 (Orange)",0.0263695034,0.0190297438,0.036435057
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 14 (Orange)",0.0826077686,0.05724116,0.117810916
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 14 (Orange)",0.0173524869,0.0115871393,0.0259112646
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 21R",0.0298575884,0.0204061042,0.0434923515
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 21R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 21R",0.0318982453,0.0216487898,0.0467682619
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 21R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 21R",0.0193096653,0.0120209751,0.0308795863
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 2R",0.0296045488,0.0195296067,0.0446403184
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 2R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 2R",0.0317892831,0.0208128456,0.0482691963
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 2R",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,26 or Older,2016-18,"California Region 2R",0.0195734603,0.0123585567,0.030868764
Cocaine Use in the Past Year,12 or Older,2016-18,"California Region 3R (Sacramento)",0.0209959313,0.0141276217,0.0310980228
Cocaine Use in the Past Year,12 to 17,2016-18,"California Region 3R (Sacramento)",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2016-18,"California Region 3R (Sacramento)",0.0226598293,0.0151273742,0.0338141865
Cocaine Use in the Past Year,18 to 25,2016-18,"California Region 3R (Sacramento)",0.0567925094,0.0354352153,0.0898234257
